row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị,31/12/2017 > Số có khà năng trả nợ,01/01/2017 > Giá trị,01/01/2017 > Số có khà năng trả nợ,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khà năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khà năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần Thông Nhất 508,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Thông Nhất 508,- Công ty Cổ phần Thông Nhất 508,2.239.847.346,2.239.847.346,2.239.847.346,2.239.847.346,2239847346.0,2239847346.0,2239847346.0,2239847346.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,5.346.065.332,5.346.065.332,5.346.065.332,5.346.065.332,5346065332.0,5346065332.0,5346065332.0,5346065332.0
- Công ty Cổ phần Công nghiệp lạnh Hung Trí,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Công nghiệp lạnh Hung Trí,- Công ty Cổ phần Công nghiệp lạnh Hung Trí,-,-,3.416.080.510,3.416.080.510,,,3416080510.0,3416080510.0
- Công ty Cổ phần Xây dựng và Đầu tư Thương mại Việt Hàn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Xây dựng và Đầu tư Thương mại Việt Hàn,- Công ty Cổ phần Xây dựng và Đầu tư Thương mại Việt Hàn,-,-,3.491.992.749,3.491.992.749,,,3491992749.0,3491992749.0
- Công ty TNHH Bê Tông và Xây dựng Minh Đức,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bê Tông và Xây dựng Minh Đức,- Công ty TNHH Bê Tông và Xây dựng Minh Đức,1.998.173.220,1.998.173.220,1.998.173.220,1.998.173.220,1998173220.0,1998173220.0,1998173220.0,1998173220.0
- Công ty TNHH VNT,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH VNT,- Công ty TNHH VNT,1.849.806.891,1.849.806.891,1.849.806.891,1.849.806.891,1849806891.0,1849806891.0,1849806891.0,1849806891.0
- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,2.090.680.171,2.090.680.171,2.140.680.171,2.140.680.171,2090680171.0,2090680171.0,2140680171.0,2140680171.0
- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội,- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội,-,-,42.201.357.378,42.201.357.378,,,42201357378.0,42201357378.0
