row_label_raw,row_label_full,col_0,31/12/2017 > Địa chỉ,31/12/2017 > Tỷ lệ lợi ích,31/12/2017 > Tỷ lệ quyền biểu quyết,31/12/2017 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,01/01/2017 > Tỷ lệ lợi ích,01/01/2017 > Tỷ lệ quyền biểu quyết,01/01/2017 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,numeric__31/12/2017 > Địa chỉ,numeric__31/12/2017 > Tỷ lệ lợi ích,numeric__31/12/2017 > Tỷ lệ quyền biểu quyết,numeric__31/12/2017 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,numeric__01/01/2017 > Tỷ lệ lợi ích,numeric__01/01/2017 > Tỷ lệ quyền biểu quyết,numeric__01/01/2017 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu
,,,,%,%,VND,%,%,VND,,,,,,,
Đầu tư vào công ty liên kết- Công ty Cổ phần Chứng khoán Đại Dương [i],Đầu tư vào công ty liên kết- Công ty Cổ phần Chứng khoán Đại Dương [i],Đầu tư vào công ty liên kết- Công ty Cổ phần Chứng khoán Đại Dương [i],Hà Nội,"37,50%","37,50%",252.087.001.944,"37,50%","37,50%",147.950.403.882,,0.375,0.375,252087001944.0,0.375,0.375,147950403882.0
- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Bắc Ninh,"21,00%","21,00%",113.946.945.212,"21,00%","21,00%",100.191.219.364,,0.21,0.21,113946945212.0,0.21,0.21,100191219364.0
,,,,,,366.033.947.156,,,248.141.623.246,,,,366033947156.0,,,248141623246.0
