row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017(Dã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Dã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,3.191.535.721.531,3.474.128.959.990,,,3191535721531.0,3474128959990.0
210,210,210,I. Các khoản phải thu dài hạn,,583.967.920.100,828.918.519.896,,,583967920100.0,828918519896.0
212,212,212,1. Trả trước cho người bán dài hạn,06,1.095.810.166.534,1.175.338.378.374,,6.0,1095810166534.0,1175338378374.0
216,216,216,2. Phải thu dài hạn khác,08,506.615.902.687,508.026.848.926,,8.0,506615902687.0,508026848926.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(1.018.458.149.121),(854.446.707.404),,,-1018458149121.0,-854446707404.0
220,220,220,II. Tài sản cố định,,1.348.259.080.647,1.397.059.570.849,,,1348259080647.0,1397059570849.0
221,221,221,1. Tài sản cố định hữu hình,13,1.243.627.550.834,1.290.251.287.872,,13.0,1243627550834.0,1290251287872.0
222,222,222,- Nguyên giá,,1.686.441.513.862,1.665.069.729.215,,,1686441513862.0,1665069729215.0
223,223,223,- Giá trị hao mòn luỹ kế,,(442.813.963.028),(374.818.441.343),,,-442813963028.0,-374818441343.0
227,227,227,2. Tài sản cố định vô hình,14,104.631.529.813,106.808.282.977,,14.0,104631529813.0,106808282977.0
228,228,228,- Nguyên giá,,111.696.568.730,111.586.568.730,,,111696568730.0,111586568730.0
229,229,229,- Giá trị hao mòn luỹ kế,,(7.065.038.917),(4.778.285.753),,,-7065038917.0,-4778285753.0
240,240,240,IV. Tài sản dở dang dài hạn,,223.350.269.043,277.203.132.322,,,223350269043.0,277203132322.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,12,223.350.269.043,277.203.132.322,,12.0,223350269043.0,277203132322.0
250,250,250,V. Đầu tư tài chính dài hạn,04,483.728.227.940,375.835.904.030,,4.0,483728227940.0,375835904030.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,366.033.947.156,248.141.623.246,,,366033947156.0,248141623246.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,152.538.100.000,152.538.100.000,,,152538100000.0,152538100000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(34.843.819.216),(24.843.819.216),,,-34843819216.0,-24843819216.0
260,260,260,VI. Tài sản dài hạn khác,,552.230.223.801,595.111.832.893,,,552230223801.0,595111832893.0
261,261,261,1. Chi phí trả trước dài hạn,15,407.861.047.868,417.335.125.164,,15.0,407861047868.0,417335125164.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36,459.385.796,1.458.066.033,,36.0,459385796.0,1458066033.0
269,269,269,3. Lợi thế thương mại,16,143.909.790.137,176.318.641.696,,16.0,143909790137.0,176318641696.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.354.709.374.403,6.027.357.717.727,,,5354709374403.0,6027357717727.0
