row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy vi tính VND,Thương hiệu VND,Mối quan hệ khách hàng VND,Tổng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy vi tính VND,numeric__Thương hiệu VND,numeric__Mối quan hệ khách hàng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,12.487.500.000,3.959.841.950,205.464.758.322,122.877.276.845,344.789.377.117,12487500000.0,3959841950.0,205464758322.0,122877276845.0,344789377117.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,-,1.965.305.049,93.024.926.299,31.359.305.032,126.349.536.380,,1965305049.0,93024926299.0,31359305032.0,126349536380.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,549.634.471,23.297.886.912,7.679.829.804,31.527.351.187,,549634471.0,23297886912.0,7679829804.0,31527351187.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,-,2.514.939.520,116.322.813.216,39.039.134.831,157.876.887.567,,2514939520.0,116322813216.0,39039134831.0,157876887567.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,12.487.500.000,1.994.536.901,112.439.832.023,91.517.971.813,218.439.840.737,12487500000.0,1994536901.0,112439832023.0,91517971813.0,218439840737.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,12.487.500.000,1.444.902.430,89.141.945.106,83.838.142.014,186.912.489.550,12487500000.0,1444902430.0,89141945106.0,83838142014.0,186912489550.0
