row_label_raw,row_label_full,col_0,Chi phí đất trả trước VND,Công cụ và dụng cụ VND,Lợn giống VND,Khác VND,Tổng VND,numeric__Chi phí đất trả trước VND,numeric__Công cụ và dụng cụ VND,numeric__Lợn giống VND,numeric__Khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,448.927.385.313,24.257.059.686,42.574.403.926,15.625.304.952,531.384.153.877,448927385313.0,24257059686.0,42574403926.0,15625304952.0,531384153877.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,120.987.767,15.268.778.950,-,4.381.269.685,19.771.036.402,120987767.0,15268778950.0,,4381269685.0,19771036402.0
Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,-,195.200.000,-,-,195.200.000,,195200000.0,,,195200000.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,2.509.959.600,48.000.414.256,873.615.000,51.383.988.856,,2509959600.0,48000414256.0,873615000.0,51383988856.0
Phân loại lại,Phân loại lại,Phân loại lại,1.857.220.458,(6.972.830.130),-,5.115.609.672,-,1857220458.0,-6972830130.0,,5115609672.0,
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(12.451.374.843),(11.642.955.030),(26.279.003.248),(9.618.423.497),(59.991.756.618),-12451374843.0,-11642955030.0,-26279003248.0,-9618423497.0,-59991756618.0
Thanh lý và xóa sổ,Thanh lý và xóa sổ,Thanh lý và xóa sổ,-,(11.599.978),(12.959.812.605),-,(12.971.412.583),,-11599978.0,-12959812605.0,,-12971412583.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,438.454.218.695,23.603.613.098,51.336.002.329,16.377.375.812,529.771.209.934,438454218695.0,23603613098.0,51336002329.0,16377375812.0,529771209934.0
