row_label_raw,row_label_full,col_0,Mãsố,2025VND,2024VND,numeric__Mãsố,numeric__2025VND,numeric__2024VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"Tiền thu từ phát hành cổ phiếu và tiền tạm ứng từ nhân viên cho kế hoạch về quyền chọn mua cổ phần cho nhân viên, trừ đi chi phí phát hành","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu và tiền tạm ứng từ nhân viên cho kế hoạch về quyền chọn mua cổ phần cho nhân viên, trừ đi chi phí phát hành","Tiền thu từ phát hành cổ phiếu và tiền tạm ứng từ nhân viên cho kế hoạch về quyền chọn mua cổ phần cho nhân viên, trừ đi chi phí phát hành",31,111.782.660.000,30.119.830.000,31.0,111782660000.0,30119830000.0
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,5.386.942.681.845,5.865.671.488.566,33.0,5386942681845.0,5865671488566.0
Tiền trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(5.941.566.111.332),(6.653.905.604.714),34.0,-5941566111332.0,-6653905604714.0
Tiền trả nợ gốc thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,35,(12.257.043.833),(14.110.144.137),35.0,-12257043833.0,-14110144137.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,-,(33.516.000),36.0,,-33516000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(455.097.813.320),(772.257.946.285),40.0,-455097813320.0,-772257946285.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,54.609.399.561,(16.000.800.787),50.0,54609399561.0,-16000800787.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,190.478.925.633,206.479.726.420,60.0,190478925633.0,206479726420.0
Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60) \) (Thuyết minh 5),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60) \) (Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60) \) (Thuyết minh 5),70,245.088.325.194,190.478.925.633,70.0,245088325194.0,190478925633.0
