row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2025_2,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng 1 năm,Trong vòng 1 năm,Trong vòng 1 năm,33.220.447.831,19.840.584.030,13.379.863.801,33220447831.0,19840584030.0,13379863801.0
Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,132.881.791.316,65.927.938.426,66.953.852.890,132881791316.0,65927938426.0,66953852890.0
Sau 5 năm,Sau 5 năm,Sau 5 năm,198.123.525.353,43.492.147.572,154.631.377.781,198123525353.0,43492147572.0,154631377781.0
,,,364.225.764.500,129.260.670.028,234.965.094.472,364225764500.0,129260670028.0,234965094472.0
,,,1/1/2025,1/1/2025,1/1/2025,,,
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng 1 năm,Trong vòng 1 năm,Trong vòng 1 năm,33.220.447.829,20.963.403.995,12.257.043.834,33220447829.0,20963403995.0,12257043834.0
Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,132.881.791.315,71.547.719.107,61.334.072.208,132881791315.0,71547719107.0,61334072208.0
Sau 5 năm,Sau 5 năm,Sau 5 năm,231.343.973.181,57.712.950.918,173.631.022.263,231343973181.0,57712950918.0,173631022263.0
,,,397.446.212.325,150.224.074.020,247.222.138.305,397446212325.0,150224074020.0,247222138305.0
