row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2021,Năm 2020,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,3.823.298.279.408,4.411.272.831.269,,,3823298279408.0,4411272831269.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,62.155.252.221,104.537.871.187,,,62155252221.0,104537871187.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,3.761.143.027.187,4.306.734.960.082,,,3761143027187.0,4306734960082.0
11,11,11,4. Giá vốn hàng bán,VI.03,3.218.548.752.856,3.811.430.564.163,,,3218548752856.0,3811430564163.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,542.594.274.331,495.304.395.919,,,542594274331.0,495304395919.0
21,21,21,6. Doanh thu hoạt động tải chính,VI.04,59.792.186.075,353.340.383.441,,,59792186075.0,353340383441.0
22,22,22,7. Chỉ phí tài chính,VI.05,168.207.963.608,200.180.428.830,,,168207963608.0,200180428830.0
23,23,23,Trong đó: Chỉ phí lãi vay,,156.531.993.391,195.185.213.894,,,156531993391.0,195185213894.0
24,24,24,8. Chỉ phí bán hàng,VI.06,35.395.762.446,24.296.808.259,,,35395762446.0,24296808259.0
25,25,25,9. Chỉ phí quản lý doanh nghiệp,VI.06,62.440.285.625,93.079.388.519,,,62440285625.0,93079388519.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,336.342.448.727,531.088.153.752,,,336342448727.0,531088153752.0
31,31,31,11. Thu nhập khác,VI.07,180.044.077.757,5.219.627.503,,,180044077757.0,5219627503.0
32,32,32,12. Chỉ phí khác,VI.08,15.631.309.093,3.002.836.925,,,15631309093.0,3002836925.0
40,40,40,13. Lợi nhuận khác,,164.412.768.664,2.216.790.578,,,164412768664.0,2216790578.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,500.755.217.391,533.304.944.330,,,500755217391.0,533304944330.0
51,51,51,15. Chỉ phí thuế TNDN hiện hành,VI.10,33.588.607.865,23.786.057.230,,,33588607865.0,23786057230.0
52,52,52,16. Chỉ phí thuế TNDN hoãn lại,,,,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,467.166.609.526,509.518.887.100,,,467166609526.0,509518887100.0
