row_label_raw,row_label_full,col_0,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
06. 1. Chi phí bán hàng,06. 1. Chi phí bán hàng,06. 1. Chi phí bán hàng,06. 1. Chi phí bán hàng,06. 1. Chi phí bán hàng,,
Chi phí nhân viên bán hàng,06. 1. Chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,16.567.388.000,19.085.939.000,16567388000.0,19085939000.0
Các khoản chi phí bán hàng khác,06. 1. Chi phí bán hàng > Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,18.828.374.446,5.210.869.259,18828374446.0,5210869259.0
Cộng,06. 1. Chi phí bán hàng > Cộng,Cộng,35.395.762.446,24.296.808.259,35395762446.0,24296808259.0
06. 2. Chi phí quản lý doanh nghiệp,06. 2. Chi phí quản lý doanh nghiệp,06. 2. Chi phí quản lý doanh nghiệp,06. 2. Chi phí quản lý doanh nghiệp,06. 2. Chi phí quản lý doanh nghiệp,,
"Chi phí nguyên, vật liệu","Chi phí nguyên, vật liệu","Chi phí nguyên, vật liệu",Năm 2021,Năm 2020,,
"Chi phí công cụ, dụng cụ","Chi phí nguyên, vật liệu > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",6.720.409.981,8.504.257.198,6720409981.0,8504257198.0
Chi phí nhân viên,"Chi phí nguyên, vật liệu > Chi phí nhân viên",Chi phí nhân viên,26.267.015.309,35.404.921.358,26267015309.0,35404921358.0
Chi phí khấu hao,"Chi phí nguyên, vật liệu > Chi phí khấu hao",Chi phí khấu hao,6.026.392.823,7.562.622.402,6026392823.0,7562622402.0
"Thuế, phí, lệ phí","Chi phí nguyên, vật liệu > Thuế, phí, lệ phí","Thuế, phí, lệ phí",45.881.293,24.420.590,45881293.0,24420590.0
Chi phí dịch vụ mua ngoài,"Chi phí nguyên, vật liệu > Chi phí dịch vụ mua ngoài",Chi phí dịch vụ mua ngoài,11.460.004.917,17.055.122.032,11460004917.0,17055122032.0
Các khoản chi phí QLDN khác,"Chi phí nguyên, vật liệu > Các khoản chi phí QLDN khác",Các khoản chi phí QLDN khác,11.920.581.302,24.528.044.939,11920581302.0,24528044939.0
Cộng,"Chi phí nguyên, vật liệu > Cộng",Cộng,62.440.285.625,93.079.388.519,62440285625.0,93079388519.0
