row_label_raw,row_label_full,31/12/2021,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,360.936.003.603,771.341.821.237,,1.132.277.824.840,360936003603.0,771341821237.0,,1132277824840.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,241.608.444.279,,,241.608.444.279,241608444279.0,,,241608444279.0
Vay và nợ,Vay và nợ,Vay và nợ,1.005.005.039.485,652.567.695.025,1.739.595.292.298,3.397.168.026.808,1005005039485.0,652567695025.0,1739595292298.0,3397168026808.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,22.868.562.055,,,22.868.562.055,22868562055.0,,,22868562055.0
Cộng,Cộng,Cộng,1.661.610.944.131,1.423.909.516.262,1.739.595.292.298,4.793.922.857.982,1661610944131.0,1423909516262.0,1739595292298.0,4793922857982.0
