row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,31/12/2021,01/01/2021,numeric__Nội dung nghiệp vụ,numeric__31/12/2021,numeric__01/01/2021
+ Công ty Cổ phần Tư vấn và Đầu Tư Tài chính (Công ty con),+ Công ty Cổ phần Tư vấn và Đầu Tư Tài chính (Công ty con),+ Công ty Cổ phần Tư vấn và Đầu Tư Tài chính (Công ty con),+ Công ty Cổ phần Tư vấn và Đầu Tư Tài chính (Công ty con),+ Công ty Cổ phần Tư vấn và Đầu Tư Tài chính (Công ty con),+ Công ty Cổ phần Tư vấn và Đầu Tư Tài chính (Công ty con),,,
,,,- Nhận ứng trước tiền mua bds,,5.237.517.996,,,5237517996.0
+ Công ty Cổ phần Nhụt Hồng (Công ty con),+ Công ty Cổ phần Nhụt Hồng (Công ty con),+ Công ty Cổ phần Nhụt Hồng (Công ty con),+ Công ty Cổ phần Nhụt Hồng (Công ty con),+ Công ty Cổ phần Nhụt Hồng (Công ty con),+ Công ty Cổ phần Nhụt Hồng (Công ty con),,,
,,,- Nhận ứng trước tiền thi công KDC Cà Mau,5.957.628.961,22.041.848.561,,5957628961.0,22041848561.0
+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,,,
,,,- Vay vốn lưu động,4.300.000.000,,,4300000000.0,
+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,,,
,,,- Vay vốn lưu động,4.500.000.000,,,4500000000.0,
+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,,,
,,,- Vay vốn lưu động,31.501.207.743,,,31501207743.0,
+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,,,
,,,- Vay vốn lưu động,73.800.000.000,,,73800000000.0,
