row_label_raw,row_label_full,col_0,01/01/2021,01/01/2021_1,Trong kỳ,Trong kỳ_1,31/12/2021,31/12/2021_1,numeric__01/01/2021,numeric__01/01/2021_1,numeric__Trong kỳ,numeric__Trong kỳ_1,numeric__31/12/2021,numeric__31/12/2021_1
,,,Phải thu,Phải nộp,Số phải nộp,Số đã thực nộp,Phải thu,Phải nộp,,,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,,31.762.851.912,63.502.462.362,20.787.681.201,,74.477.633.073,,31762851912.0,63502462362.0,20787681201.0,,74477633073.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,34.472.385.491,33.588.607.865,11.901.820.574,,56.159.172.782,,34472385491.0,33588607865.0,11901820574.0,,56159172782.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,117.062.558,16.124.536.747,5.047.900.236,17.874.728.272,1.143.430.225,4.324.076.378,117062558.0,16124536747.0,5047900236.0,17874728272.0,1143430225.0,4324076378.0
"Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác",64.000.000,,,,64.000.000,,64000000.0,,,,64000000.0,
Cộng,Cộng,Cộng,181.062.558,82.359.774.150,102.138.970.463,50.564.230.047,1.207.430.225,134.960.882.233,181062558.0,82359774150.0,102138970463.0,50564230047.0,1207430225.0,134960882233.0
