row_label_raw,row_label_full,19. 5. Các quỹ của công ty:,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,86.099.684.648,78.099.684.648,86099684648.0,78099684648.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,,,,
Quỹ khác thuộc vốn chủ sở hữu,Quỹ hỗ trợ sắp xếp doanh nghiệp > Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,4.971.647.795,4.971.647.795,4971647795.0,4971647795.0
