row_label_raw,row_label_full,col_0,Giá đánh giá lại,Giá gốc,Giá đánh giá lại_1,Giá gốc_1,numeric__Giá đánh giá lại,numeric__Giá gốc,numeric__Giá đánh giá lại_1,numeric__Giá gốc_1
Ngắn hạn,Ngắn hạn,Ngắn hạn,799.809.236,799.809.236,2.684.918.520,2.684.918.520,799809236.0,799809236.0,2684918520.0,2684918520.0
Gốc nợ thuê tài chính,Gốc nợ thuê tài chính,Gốc nợ thuê tài chính,799.809.236,799.809.236,2.684.918.520,2.684.918.520,799809236.0,799809236.0,2684918520.0,2684918520.0
Lãi thuê tài chính phải trả,Lãi thuê tài chính phải trả,Lãi thuê tài chính phải trả,,,,,,,,
Cộng,Lãi thuê tài chính phải trả > Cộng,Cộng,799.809.236,799.809.236,2.684.918.520,2.684.918.520,799809236.0,799809236.0,2684918520.0,2684918520.0
