row_label_raw,row_label_full,Giá gốc,Giá hợp lý,Dư phòng,Giá gốc_1,Giá hợp lý_1,Dư phòng_1,numeric__Giá hợp lý,numeric__Dư phòng,numeric__Giá gốc_1,numeric__Giá hợp lý_1,numeric__Dư phòng_1
2.283.681.715.311,2.283.681.715.311,2.283.681.715.311,1.907.457.646.000,(9.359.115.976),2.285.660.423.712,908.892.743.540,(3.512.419.295),1907457646000.0,-9359115976.0,2285660423712.0,908892743540.0,-3512419295.0
33.000.000.000,33.000.000.000,33.000.000.000,,,33.000.000.000,,,,,33000000000.0,,
68.391.109.800,68.391.109.800,68.391.109.800,,(4.211.971.158),68.391.109.800,,,,-4211971158.0,68391109800.0,,
11.510.000.000,11.510.000.000,11.510.000.000,,(5.147.144.818),11.510.000.000,,(3.512.419.295),,-5147144818.0,11510000000.0,,-3512419295.0
167.991.740.000,167.991.740.000,167.991.740.000,,,167.991.740.000,,,,,167991740000.0,,
20.000.000.000,20.000.000.000,20.000.000.000,,,20.000.000.000,,,,,20000000000.0,,
400.000.000.000,400.000.000.000,400.000.000.000,,,400.000.000.000,,,,,400000000000.0,,
159.230.701.599,159.230.701.599,159.230.701.599,,,161.209.410.000,,,,,161209410000.0,,
997.398.163.912,997.398.163.912,997.398.163.912,1.865.798.896.000,,997.398.163.912,855.935.243.540,,1865798896000.0,,997398163912.0,855935243540.0,
15.000.000.000,15.000.000.000,15.000.000.000,41.658.750.000,,15.000.000.000,52.957.500.000,,41658750000.0,,15000000000.0,52957500000.0,
8.660.000.000,8.660.000.000,8.660.000.000,,,8.660.000.000,,,,,8660000000.0,,
402.500.000.000,402.500.000.000,402.500.000.000,,,402.500.000.000,,,,,402500000000.0,,
2.000.000.000,2.000.000.000,2.000.000.000,,(2.000.000.000),2.000.000.000,,(1.560.299.574),,-2000000000.0,2000000000.0,,-1560299574.0
2.000.000.000,2.000.000.000,2.000.000.000,,(2.000.000.000),2.000.000.000,,(1.560.299.574),,-2000000000.0,2000000000.0,,-1560299574.0
2.285.681.715.311,2.285.681.715.311,2.285.681.715.311,1.907.457.646.000,(11.359.115.976),2.287.660.423.712,908.892.743.540,(5.072.718.869),1907457646000.0,-11359115976.0,2287660423712.0,908892743540.0,-5072718869.0
