row_label_raw,row_label_full,3. Số tiền đi vay thực thu trong năm,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
- Tiền thu từ di vay theo khế ước thông thường,- Tiền thu từ di vay theo khế ước thông thường,- Tiền thu từ di vay theo khế ước thông thường,3.786.699.740.874,3.800.369.103.773,3786699740874.0,3800369103773.0
4. Số tiền đã thực trả gốc vay trong năm:,4. Số tiền đã thực trả gốc vay trong năm:,4. Số tiền đã thực trả gốc vay trong năm:,Năm 2021,Năm 2020,,
- Tiền trả nợ gốc vay theo khế ước thông thường:,4. Số tiền đã thực trả gốc vay trong năm: > - Tiền trả nợ gốc vay theo khế ước thông thường:,- Tiền trả nợ gốc vay theo khế ước thông thường:,3.687.234.020.196,3.370.051.985.288,3687234020196.0,3370051985288.0
