row_label_raw,row_label_full,Năm 2020,An Giang,Đồng Tháp,Địa bàn khác,Tổng cộng,numeric__An Giang,numeric__Đồng Tháp,numeric__Địa bàn khác,numeric__Tổng cộng
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,610.072.835.945,3.269.590.134.977,427.071.989.160,4.306.734.960.082,610072835945.0,3269590134977.0,427071989160.0,4306734960082.0
Doanh thu thuần cung cấp giữa các bộ phận,Doanh thu thuần cung cấp giữa các bộ phận,Doanh thu thuần cung cấp giữa các bộ phận,,,,-,,,,
Tổng doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần cung cấp giữa các bộ phận > Tổng doanh thu thuần bán hàng và cung cấp dịch vụ,Tổng doanh thu thuần bán hàng và cung cấp dịch vụ,610.072.835.945,3.269.590.134.977,427.071.989.160,4.306.734.960.082,610072835945.0,3269590134977.0,427071989160.0,4306734960082.0
Giá vốn hàng bán,Doanh thu thuần cung cấp giữa các bộ phận > Giá vốn hàng bán,Giá vốn hàng bán,215.590.040.719,3.238.001.426.806,357.839.096.638,3.811.430.564.163,215590040719.0,3238001426806.0,357839096638.0,3811430564163.0
Kết quả kinh doanh theo bộ phận,Doanh thu thuần cung cấp giữa các bộ phận > Kết quả kinh doanh theo bộ phận,Kết quả kinh doanh theo bộ phận,394.482.795.226,31.588.708.171,69.232.892.522,495.304.395.919,394482795226.0,31588708171.0,69232892522.0,495304395919.0
Các chi phí không phân bổ theo bộ phận,Doanh thu thuần cung cấp giữa các bộ phận > Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,,,,(117.376.196.778),,,,-117376196778.0
Lợi nhuận từ hoạt động kinh doanh,Doanh thu thuần cung cấp giữa các bộ phận > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,,,,377.928.199.141,,,,377928199141.0
Doanh thu hoạt động tài chính,Doanh thu thuần cung cấp giữa các bộ phận > Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,,,,353.340.383.441,,,,353340383441.0
Chi phí tài chính,Doanh thu thuần cung cấp giữa các bộ phận > Chi phí tài chính,Chi phí tài chính,,,,(200.180.428.830),,,,-200180428830.0
Thu nhập khác,Doanh thu thuần cung cấp giữa các bộ phận > Thu nhập khác,Thu nhập khác,,,,5.219.627.503,,,,5219627503.0
Chi phí khác,Doanh thu thuần cung cấp giữa các bộ phận > Chi phí khác,Chi phí khác,,,,(3.002.836.925),,,,-3002836925.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Doanh thu thuần cung cấp giữa các bộ phận > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,(23.786.057.230),,,,-23786057230.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,,,,,
Lợi nhuận sau thuế TNDN,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,,,,509.518.887.100,,,,509518887100.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,695.862.668.510,,,,695862668510.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,,,,86.933.628.014,,,,86933628014.0
