row_label_raw,row_label_full,Đợt phát hành,Số lượng trái phiếu phát hành (Trái phiếu),Giá chuyển đổi dự kiến (Đồng/cổ phần),Thời điểm chuyển đổi,numeric__Số lượng trái phiếu phát hành (Trái phiếu),numeric__Giá chuyển đổi dự kiến (Đồng/cổ phần),numeric__Thời điểm chuyển đổi
Ngày 4 tháng11 năm 2020,Ngày 4 tháng11 năm 2020,Ngày 4 tháng11 năm 2020,300,41.800,"Chữ sở hữu trái phiếu có thể chuyển đổi (toàn bộ, nhưng không từng phần) thành cổ phiếu Ngân hàng vào bất kỳ thời điểm nào sau 12 tháng 1 ngày và không muộn hơn 59 tháng kể từ ngày phát hành trái phiếu.",300.0,41800.0,
Ngày 24 tháng12 năm 2020,Ngày 24 tháng12 năm 2020,Ngày 24 tháng12 năm 2020,1.300,41.800,"Chữ sở hữu trái phiếu có thể chuyển đổi (toàn bộ, nhưng không từng phần) thành cổ phiếu Ngân hàng vào bất kỳ thời điểm nào sau 12 tháng 1 ngày và không muộn hơn 59 tháng kể từ ngày phát hành trái phiếu.",1300.0,41800.0,
Ngày 29 tháng12 năm 2021,Ngày 29 tháng12 năm 2021,Ngày 29 tháng12 năm 2021,1.650,43.061,Chữ sở hữu trái phiếu có quyền thực hiện chuyển đổi toàn bộ hoặc một phần thành cổ phiếu Ngân hàng vào bất kỳ thời điểm nào sau 12 tháng và không muộn hơn 59 tháng kể từ ngày bất đầu tính lãi trái phiếu.,1650.0,43061.0,
