row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,96.830.514,"47,66",97.771.480,"54,83",96830514.0,47.66,97771480.0,54.83
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,49.919.743,"24,57",40.570.586,"22,75",49919743.0,24.57,40570586.0,22.75
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,41.006.965,"20,18",51.901.680,"29,11",41006965.0,20.18,51901680.0,29.11
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,2.393.832,"1,18",2.168.888,"1,22",2393832.0,1.18,2168888.0,1.22
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,1.586.216,"0,78",1.105.500,"0,62",1586216.0,0.78,1105500.0,0.62
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.362.513,"0,67",1.675.933,"0,94",1362513.0,0.67,1675933.0,0.94
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,295.564,"0,15",139.157,"0,08",295564.0,0.15,139157.0,0.08
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,154.280,"0,08",96.207,"0,05",154280.0,0.08,96207.0,0.05
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,50.453,"0,02",54.465,"0,03",50453.0,0.02,54465.0,0.03
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,40.261,"0,02",34.124,"0,02",40261.0,0.02,34124.0,0.02
Khác,Khác,Khác,20.687,"0,01",24.940,"0,01",20687.0,0.01,24940.0,0.01
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,106.380.387,"52,34",80.551.612,"45,17",106380387.0,52.34,80551612.0,45.17
,,,203.210.901,"100,00",178.323.092,"100,00",203210901.0,100.0,178323092.0,100.0
