row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,6.413.000,9.932.000,6413000.0,9932000.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,830.000,484.000,830000.0,484000.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,5.406.000,9.301.000,5406000.0,9301000.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,177.000,147.000,177000.0,147000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,28.930.063,20.710.063,28930063.0,20710063.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,22.578.000,16.678.000,22578000.0,16678000.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,6.352.063,4.032.063,6352063.0,4032063.0
Trái phiếu chuyển đổi (*),Trái phiếu chuyển đổi (*),Trái phiếu chuyển đổi (*),7.442.500,3.694.400,7442500.0,3694400.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,7.442.500,3.694.400,7442500.0,3694400.0
Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(29.450),(4.206),-29450.0,-4206.0
,,,42.756.113,34.332.257,42756113.0,34332257.0
