row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,144.421,185.117,,144421.0,185117.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13,(20.590),(31.481),13.0,-20590.0,-31481.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,1.366.325,1.059.428,,1366325.0,1059428.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,663.478,601.398,14.0,663478.0,601398.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.475.070,1.318.875,,1475070.0,1318875.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(811.592),(717.477),,-811592.0,-717477.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15,702.847,458.030,15.0,702847.0,458030.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,977.488,686.263,,977488.0,686263.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(274.641),(228.233),,-274641.0,-228233.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,16,-,20.860,16.0,,20860.0
Nguyên giá bất động sản đầu tư,TÀI SẢN > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,-,21.058,,,21058.0
Khẩu hao bất động sản đầu tư,TÀI SẢN > Khẩu hao bất động sản đầu tư,Khẩu hao bất động sản đầu tư,,-,(198),,,-198.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,25.414.855,15.934.691,,25414855.0,15934691.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,20.234.815,10.864.666,171.0,20234815.0,10864666.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",17.2,3.256.425,3.090.539,172.0,3256425.0,3090539.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17.3,1.966.875,2.019.202,173.0,1966875.0,2019202.0
Trong đó: Lợi thế thương mại,TÀI SẢN > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,4,10.562,16.325,4.0,10562.0,16325.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,17.4,(43.260),(39.716),174.0,-43260.0,-39716.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,374.611.571,319.127.480,,374611571.0,319127480.0
