row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.127.733,1.088.274,2127733.0,1088274.0
Thu phí dịch vụ môi giới bảo hiểm,Thu phí dịch vụ môi giới bảo hiểm,Thu phí dịch vụ môi giới bảo hiểm,1.316.706,646.780,1316706.0,646780.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,639.095,321.563,639095.0,321563.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,17.561,19.207,17561.0,19207.0
Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,355,1.772,355.0,1772.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,409,3,409.0,3.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,101,193,101.0,193.0
Thu khác,Thu khác,Thu khác,153.506,98.756,153506.0,98756.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(200.295),(138.291),-200295.0,-138291.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(136.899),(88.448),-136899.0,-88448.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(13.406),(11.848),-13406.0,-11848.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(15.578),(15.404),-15578.0,-15404.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(7.097),(5.677),-7097.0,-5677.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(112),-,-112.0,
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,-,(1.627),,-1627.0
Chi khác,Chi khác,Chi khác,(27.203),(15.287),-27203.0,-15287.0
,,,1.927.438,949.983,1927438.0,949983.0
