row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,2.570,3.374,2570.0,3374.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,3.789.826,3.538.343,3789826.0,3538343.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,3.412.970,3.199.470,3412970.0,3199470.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,269.991,237.635,269991.0,237635.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,106.865,101.238,106865.0,101238.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,761.762,672.596,761762.0,672596.0
- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,344.184,321.360,344184.0,321360.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,186.957,154.950,186957.0,154950.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,143.528,106.560,143528.0,106560.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,87.093,89.726,87093.0,89726.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,1.694.717,1.832.695,1694717.0,1832695.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",940.386,1.162.247,940386.0,1162247.0
- Công tác phí,- Công tác phí,- Công tác phí,37.776,49.724,37776.0,49724.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,875,2.172,875.0,2172.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,715.680,618.552,715680.0,618552.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",140.737,112.513,140737.0,112513.0
"(Hoàn nhập)/chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","(Hoàn nhập)/chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","(Hoàn nhập)/chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",(6.844),13.308,-6844.0,13308.0
- Chi phí dự phòng rủi ro tài sản có khác,- Chi phí dự phòng rủi ro tài sản có khác,- Chi phí dự phòng rủi ro tài sản có khác,4.047,123,4047.0,123.0
- (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn,- (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn,- (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn,(10.891),13.185,-10891.0,13185.0
,,,6.382.768,6.172.829,6382768.0,6172829.0
