row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,8.069.617,5.818.222,8069617.0,5818222.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng và các Công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng và các Công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng và các Công ty con,1.613.923,1.163.644,1613923.0,1163644.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,,,
- Điều chỉnh giảm thu nhập chịu thuế,Các khoản điều chỉnh giảm: > - Điều chỉnh giảm thu nhập chịu thuế,- Điều chỉnh giảm thu nhập chịu thuế,-,(600),,-600.0
- Thuế TNDN được giảm trong năm (*),Các khoản điều chỉnh giảm: > - Thuế TNDN được giảm trong năm (*),- Thuế TNDN được giảm trong năm (*),(193),(223),-193.0,-223.0
- Thu nhập từ cổ tức,Các khoản điều chỉnh giảm: > - Thu nhập từ cổ tức,- Thu nhập từ cổ tức,-,(52),,-52.0
- Điều chỉnh giảm khác,Các khoản điều chỉnh giảm: > - Điều chỉnh giảm khác,- Điều chỉnh giảm khác,(602),(7.077),-602.0,-7077.0
- Chuyển lỗ từ năm trước của công ty con,Các khoản điều chỉnh giảm: > - Chuyển lỗ từ năm trước của công ty con,- Chuyển lỗ từ năm trước của công ty con,(139),-,-139.0,
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
- Điều chỉnh tăng khác,Các khoản điều chỉnh tăng: > - Điều chỉnh tăng khác,- Điều chỉnh tăng khác,5.309,-,5309.0,
- Chi phí không được khấu trừ,Các khoản điều chỉnh tăng: > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,820,2.289,820.0,2289.0
- Điều chỉnh lợi nhuận do hợp nhất báo cáo tài chính,Các khoản điều chỉnh tăng: > - Điều chỉnh lợi nhuận do hợp nhất báo cáo tài chính,- Điều chỉnh lợi nhuận do hợp nhất báo cáo tài chính,635,2.325,635.0,2325.0
- Lỗ của công ty con không chịu thuế,Các khoản điều chỉnh tăng: > - Lỗ của công ty con không chịu thuế,- Lỗ của công ty con không chịu thuế,-,165,,165.0
Điều chỉnh số thuế phải nộp các năm trước,Các khoản điều chỉnh tăng: > Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,427,3.577,427.0,3577.0
Chi phí thuế TNDN ước tính trong năm,Các khoản điều chỉnh tăng: > Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,1.620.180,1.164.048,1620180.0,1164048.0
