row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm,Quỹ đầu tư phát triển Triệu đồng > 70,Quỹ dự phòng tài chính Triệu đồng > 1.254.630,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 497.506,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 94.875,Tổng cộng Triệu đồng > 1.847.081,numeric__Quỹ đầu tư phát triển Triệu đồng > 70,numeric__Quỹ dự phòng tài chính Triệu đồng > 1.254.630,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 497.506,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 94.875,numeric__Tổng cộng Triệu đồng > 1.847.081
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,454.545,228.273,25.000,707.818,,454545.0,228273.0,25000.0,707818.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,(7.434),(7.434),,,,-7434.0,-7434.0
Số cuối năm,Số cuối năm,Số cuối năm,70,1.709.175,725.779,112.441,2.547.465,70.0,1709175.0,725779.0,112441.0,2547465.0
