row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ảnh hưởng tăng/(giảm)lợi nhuận sau thuếTriệu đồng,numeric__Thay đổi tỷ giá,numeric__Ảnh hưởng tăng/(giảm)lợi nhuận sau thuếTriệu đồng
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,
EUR,Tại ngày 31 tháng 12 năm 2021 > EUR,EUR,5%,(41),0.05,-41.0
EUR,Tại ngày 31 tháng 12 năm 2021 > EUR,EUR,(5%),41,,41.0
USD,Tại ngày 31 tháng 12 năm 2021 > USD,USD,5%,15.483,0.05,15483.0
USD,Tại ngày 31 tháng 12 năm 2021 > USD,USD,(5%),(15.483),,-15483.0
SJC,Tại ngày 31 tháng 12 năm 2021 > SJC,SJC,5%,793,0.05,793.0
SJC,Tại ngày 31 tháng 12 năm 2021 > SJC,SJC,(5%),(793),,-793.0
