row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,1.997.395,1.907.760,1997395.0,1907760.0
Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,1.549.540,1.623.288,1549540.0,1623288.0
Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,617.752,686.334,617752.0,686334.0
Lãi phải trả phát hành giấy tờ có giá bằng ngoại tệ,Lãi phải trả phát hành giấy tờ có giá bằng ngoại tệ,Lãi phải trả phát hành giấy tờ có giá bằng ngoại tệ,36.632,7.914,36632.0,7914.0
Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,100.000,139.509,100000.0,139509.0
Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,38.969,27.876,38969.0,27876.0
Lãi phải trả liên quan đến giao dịch hoán đổi,Lãi phải trả liên quan đến giao dịch hoán đổi,Lãi phải trả liên quan đến giao dịch hoán đổi,26.553,22.516,26553.0,22516.0
"Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư","Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư","Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư",9.771,12.676,9771.0,12676.0
Lãi phải trả liên quan đến giao dịch kỳ hạn,Lãi phải trả liên quan đến giao dịch kỳ hạn,Lãi phải trả liên quan đến giao dịch kỳ hạn,4.642,6.294,4642.0,6294.0
Lãi phải trả tiền gửi tiết kiệm bằng ngoại tệ,Lãi phải trả tiền gửi tiết kiệm bằng ngoại tệ,Lãi phải trả tiền gửi tiết kiệm bằng ngoại tệ,703,801,703.0,801.0
Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,1.131,140,1131.0,140.0
,,,4.383.088,4.435.108,4383088.0,4435108.0
