row_label_raw,row_label_full,col_0,Miền BắcTriệu đồng,Miền TrungTriệu đồng,Miền NamTriệu đồng,Tổng bộ phậnđã báo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền BắcTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__Miền NamTriệu đồng,numeric__Tổng bộ phậnđã báo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,8.116.278(6.079.307),4.534.428(3.119.441),40.397.013(29.958.194),53.047.719(39.156.942),(26.871.509)26.871.509,26.176.210(12.285.433),,,,,,
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,8.116.278(6.079.307),4.534.428(3.119.441),40.397.013(29.958.194),53.047.719(39.156.942),(26.871.509)26.871.509,26.176.210(12.285.433),,,,,,
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,2.036.971,1.414.987,10.438.819,13.890.777,-,13.890.777,2036971.0,1414987.0,10438819.0,13890777.0,,13890777.0
Các khoản thu nhập ngoài lãi,Chi phí lãi và các chi phí tương tự > Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi,98.745,41.811,2.726.912,2.867.468,-,2.867.468,98745.0,41811.0,2726912.0,2867468.0,,2867468.0
TỔNG THU NHẬP HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,2.135.716,1.456.798,13.165.731,16.758.245,-,16.758.245,2135716.0,1456798.0,13165731.0,16758245.0,,16758245.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(699.393),(498.517),(5.184.858),(6.382.768),-,(6.382.768),-699393.0,-498517.0,-5184858.0,-6382768.0,,-6382768.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,1.436.323,958.281,7.980.873,10.375.477,-,10.375.477,1436323.0,958281.0,7980873.0,10375477.0,,10375477.0
Chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,(116.937),(113.802),(2.075.121),(2.305.860),-,(2.305.860),-116937.0,-113802.0,-2075121.0,-2305860.0,,-2305860.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Chi phí lãi và các chi phí tương tự > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,1.319.386,844.479,5.905.752,8.069.617,-,8.069.617,1319386.0,844479.0,5905752.0,8069617.0,,8069617.0
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,628.236,446.908,1.370.467,2.445.611,-,2.445.611,628236.0,446908.0,1370467.0,2445611.0,,2445611.0
Tiền gửi tại và cho vay NHNN Việt Namvà các TCTD khác,TÀI SẢN > Tiền gửi tại và cho vay NHNN Việt Namvà các TCTD khác,Tiền gửi tại và cho vay NHNN Việt Namvà các TCTD khác,219.479,143.675,67.427.470,67.790.624,-,67.790.624,219479.0,143675.0,67427470.0,67790624.0,,67790624.0
Cho vay khách hàng - gộp,TÀI SẢN > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,35.806.159,35.241.427,132.163.315,203.210.901,-,203.210.901,35806159.0,35241427.0,132163315.0,203210901.0,,203210901.0
Đầu tư - gộp,TÀI SẢN > Đầu tư - gộp,Đầu tư - gộp,5.620.461,-,71.336.936,76.957.397,-,76.957.397,5620461.0,,71336936.0,76957397.0,,76957397.0
Tài sản khác – gộp,TÀI SẢN > Tài sản khác – gộp,Tài sản khác – gộp,17.870.353,761.858,25.318.053,43.950.264,(17.125.824),26.824.440,17870353.0,761858.0,25318053.0,43950264.0,-17125824.0,26824440.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,60.144.688,36.593.868,297.616.241,394.354.797,(17.125.824),377.228.973,60144688.0,36593868.0,297616241.0,394354797.0,-17125824.0,377228973.0
Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ PHẢI TRẢ > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,92.656,92.656,-,92.656,,,92656.0,92656.0,,92656.0
Tiền gửi và vay các TCTD khác,Nợ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,16.778,-,107.225.804,107.242.582,-,107.242.582,16778.0,,107225804.0,107242582.0,,107242582.0
Tiền gửi của khách hàng,Nợ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,55.712.819,18.070.650,109.499.648,183.283.117,-,183.283.117,55712819.0,18070650.0,109499648.0,183283117.0,,183283117.0
Nợ phải trả khác,Nợ PHẢI TRẢ > Nợ phải trả khác,Nợ phải trả khác,2.682.975,17.348.509,50.297.443,70.328.927,(17.125.824),53.203.103,2682975.0,17348509.0,50297443.0,70328927.0,-17125824.0,53203103.0
TỔNG Nợ PHẢI TRẢ,Nợ PHẢI TRẢ > TỔNG Nợ PHẢI TRẢ,TỔNG Nợ PHẢI TRẢ,58.412.572,35.419.159,267.115.551,360.947.282,(17.125.824),343.821.458,58412572.0,35419159.0,267115551.0,360947282.0,-17125824.0,343821458.0
