row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,224.238,279.475,224238.0,279475.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,193.582,256.237,193582.0,256237.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),30.656,23.238,30656.0,23238.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,2.245.862,1.735.602,2245862.0,1735602.0
Thuế và các khoản phải trả ngân sách Nhà nước,Thuế và các khoản phải trả ngân sách Nhà nước,Thuế và các khoản phải trả ngân sách Nhà nước,485.277,324.987,485277.0,324987.0
Phải trả giao dịch chuyển tiền nhanh qua thể,Phải trả giao dịch chuyển tiền nhanh qua thể,Phải trả giao dịch chuyển tiền nhanh qua thể,777.136,201.450,777136.0,201450.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,437.978,458.924,437978.0,458924.0
Hoa hồng phải trả,Hoa hồng phải trả,Hoa hồng phải trả,125.308,150.586,125308.0,150586.0
Phải trả cho đại lý (ii),Phải trả cho đại lý (ii),Phải trả cho đại lý (ii),79.592,104.355,79592.0,104355.0
Nhận tiền ủy thác cho vay,Nhận tiền ủy thác cho vay,Nhận tiền ủy thác cho vay,61.598,-,61598.0,
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,13.000,300.000,13000.0,300000.0
Chờ thanh toán khác,Chờ thanh toán khác,Chờ thanh toán khác,265.973,195.300,265973.0,195300.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,640.786,445.367,640786.0,445367.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,90.140,207.273,90140.0,207273.0
Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,16.242,15.785,16242.0,15785.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,534.404,222.309,534404.0,222309.0
,,,3.110.886,2.460.444,3110886.0,2460444.0
