row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,,,
Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Tiền gửi thanh toán,(742.328),(309.328),,-742328.0,-309328.0
Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Tiền gửi có kỳ hạn,(586.000),(1.102.500),,-586000.0,-1102500.0
Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Cổ đông lớn vàcác bên liênquan với cổ đông lớn,Tiền gửi ký quỹ,(14.000),(14.000),,-14000.0,-14000.0
"Các công ty Ngân hàng đầu tư, góp vốn","Bên liên quan > Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn",Tiền gửi thanh toán và vốn chuyên dụng,(515.822),(613.294),,-515822.0,-613294.0
"Các công ty Ngân hàng đầu tư, góp vốn","Bên liên quan > Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn",Tiền gửi có kỳ hạn,(250.000),(1.373.523),,-250000.0,-1373523.0
"Các công ty Ngân hàng đầu tư, góp vốn","Bên liên quan > Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Tiền gửi ký quỹ, đảm bảo thanh toán",(28.833),(23.722),,-28833.0,-23722.0
"Các công ty Ngân hàng đầu tư, góp vốn","Bên liên quan > Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn",Cho vay,2.390.289,1.919.651,,2390289.0,1919651.0
"Các công ty Ngân hàng đầu tư, góp vốn","Bên liên quan > Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn",Dự thu lãi cho vay,1.723,1.326,,1723.0,1326.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Tiền gửi thanh toán,(575.516),(488.162),,-575516.0,-488162.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Tiền gửi tiết kiệm,(273.338),(389.538),,-273338.0,-389538.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Tiền gửi có kỳ hạn,(2.692.495),(1.492.741),,-2692495.0,-1492741.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Cho vay,20.236,7.036,,20236.0,7036.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Dự thu lãi cho vay,90,23,,90.0,23.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Phải thu dịch vụ thu hộ kèm hỗ trợquản lý trái phiếu,292.647,29.258,,292647.0,29258.0
