row_label_raw,row_label_full,Tập đoàn:,2017Nghìn VND,2016Nghìn VND,numeric__2017Nghìn VND,numeric__2016Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.681.618.571,3.994.917.610,1681618571.0,3994917610.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,802.396.482,986.327.607,802396482.0,986327607.0
Chuyển sang tài sản cố định hữu hình (Thuyết minh 9),Chuyển sang tài sản cố định hữu hình (Thuyết minh 9),Chuyển sang tài sản cố định hữu hình (Thuyết minh 9),(1.440.359.745),(2.745.331.271),-1440359745.0,-2745331271.0
Chuyển sang tài sản cố định hữu hình (Thuyết minh 11),Chuyển sang tài sản cố định hữu hình (Thuyết minh 11),Chuyển sang tài sản cố định hữu hình (Thuyết minh 11),(10.337.244),-,-10337244.0,
Chuyển sang chi phí trả trước dài hạn (Thuyết minh 14),Chuyển sang chi phí trả trước dài hạn (Thuyết minh 14),Chuyển sang chi phí trả trước dài hạn (Thuyết minh 14),(45.515.661),(554.295.375),-45515661.0,-554295375.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,987.802.403,1.681.618.571,987802403.0,1681618571.0
