row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2017Nghìn VND,1/1/2017Nghìn VND,31/12/2017Nghìn VND,1/1/2017Nghìn VND,,,,
Tiền thường,Tiền thường,Tiền thường,50.729.204,17.555.938,-,-,50729204.0,17555938.0,,
Tiền lãi vay phải trả,Tiền lãi vay phải trả,Tiền lãi vay phải trả,314.419.346,313.650.461,-,-,314419346.0,313650461.0,,
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,2.264.974,452.055,-,,2264974.0,452055.0,,
Thuế và phí tài nguyên,Thuế và phí tài nguyên,Thuế và phí tài nguyên,145.839.605,230.260.525,-,-,145839605.0,230260525.0,,
Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,57.969.060,102.639.226,-,-,57969060.0,102639226.0,,
Phí tư vấn,Phí tư vấn,Phí tư vấn,1.126.242,9.032.311,-,-,1126242.0,9032311.0,,
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,214.477.204,119.251.190,-,-,214477204.0,119251190.0,,
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,1.380.829,1.380.829,424.490,934.647,1380829.0,1380829.0,424490.0,934647.0
,,,788.206.464,794.222.535,424.490,934.647,788206464.0,794222535.0,424490.0,934647.0
