row_label_raw,row_label_full,col_0,1/1/2017 và 31/12/2017,1/1/2017 và 31/12/2017_1,numeric__1/1/2017 và 31/12/2017,numeric__1/1/2017 và 31/12/2017_1
,,,Số cổ phiếu,Nghìn VND,,
Vốn cổ phần được duyệt,Vốn cổ phần được duyệt,Vốn cổ phần được duyệt,719.447.328,7.194.473.280,719447328.0,7194473280.0
Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,,
Cổ phiếu phổ thông,Vốn cổ phần đã phát hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,703.544.898,7.035.448.980,703544898.0,7035448980.0
Cổ phiếu ưu đãi,Vốn cổ phần đã phát hành > Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,15.902.430,159.024.300,15902430.0,159024300.0
,,,719.447.328,7.194.473.280,719447328.0,7194473280.0
Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,,
Cổ phiếu phổ thông,Số cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,703.544.898,7.035.448.980,703544898.0,7035448980.0
Cổ phiếu ưu đãi,Số cổ phiếu đang lưu hành > Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,15.902.430,159.024.300,15902430.0,159024300.0
,,,719.447.328,7.194.473.280,719447328.0,7194473280.0
Thặng dư vốn cổ phần,Số cổ phiếu đang lưu hành > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,-,1.944.327.324,,1944327324.0
