row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017,ĐồngNghìn VND,FluoritNghìn VND,VonframNghìn VND,Các bộ phận khácNghìn VND,Tổng cộngNghìn VND,numeric__ĐồngNghìn VND,numeric__FluoritNghìn VND,numeric__VonframNghìn VND,numeric__Các bộ phận khácNghìn VND,numeric__Tổng cộngNghìn VND
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,200.633.583,1.044.504.878,2.116.034.761,1.367.325.434,4.728.498.656,200633583.0,1044504878.0,2116034761.0,1367325434.0,4728498656.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,22.415.712.206,,,,,22415712206.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,27.144.210.862,,,,,27144210862.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,15.132.604.815,,,,,15132604815.0
Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,ĐồngNghìn VND,FluoritNghìn VND,VonframNghìn VND,Các bộ phận khácNghìn VND,Tổng cộngNghìn VND,,,,,
Tài sản của bộ phận,Tại ngày 1 tháng 1 năm 2017 > Tài sản của bộ phận,Tài sản của bộ phận,215.094.844,1.119.798.540,2.216.085.945,1.476.715.921,5.027.695.250,215094844.0,1119798540.0,2216085945.0,1476715921.0,5027695250.0
Tài sản không phân bổ,Tại ngày 1 tháng 1 năm 2017 > Tài sản không phân bổ,Tài sản không phân bổ,,,,,21.507.803.199,,,,,21507803199.0
Tổng tài sản,Tại ngày 1 tháng 1 năm 2017 > Tổng tài sản,Tổng tài sản,,,,,26.535.498.449,,,,,26535498449.0
Tổng nợ phải trả,Tại ngày 1 tháng 1 năm 2017 > Tổng nợ phải trả,Tổng nợ phải trả,,,,,14.825.018.166,,,,,14825018166.0
