row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017Nghìn VND > -,Số phải nộp trong nămNghìn VND > 476.644.496,Số đã nộp/bùtrừ trong nămNghìn VND > (476.644.496),31/12/2017Nghìn VND > -,numeric__1/1/2017Nghìn VND > -,numeric__Số phải nộp trong nămNghìn VND > 476.644.496,numeric__Số đã nộp/bùtrừ trong nămNghìn VND > (476.644.496),numeric__31/12/2017Nghìn VND > -
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,162.182.426,(162.182.426),-,,162182426.0,-162182426.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,13.961.299,36.841.033,(14.478.165),36.324.167,13961299.0,36841033.0,-14478165.0,36324167.0
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,-,5.357.048,(5.357.048),-,,5357048.0,-5357048.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,25.565.985,60.812.490,(51.565.364),34.813.111,25565985.0,60812490.0,-51565364.0,34813111.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,562.204.005,(562.204.005),-,,562204005.0,-562204005.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.943.619,40.854.483,(41.377.182),3.420.920,3943619.0,40854483.0,-41377182.0,3420920.0
,,,43.470.903,1.344.895.981,(1.313.808.686),74.558.198,43470903.0,1344895981.0,-1313808686.0,74558198.0
