row_label_raw,row_label_full,17.1. Tiền gửi của các TCTD khác,31/12/2021,31/12/2020,numeric__31/12/2021,numeric__31/12/2020
a. Tiền gửi không kỳ hạn,a. Tiền gửi không kỳ hạn,a. Tiền gửi không kỳ hạn,42.737,104.829,42737.0,104829.0
- Bằng VND,- Bằng VND,- Bằng VND,42.729,103.982,42729.0,103982.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,8,847,8.0,847.0
b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,2.298.124,1.546.640,2298124.0,1546640.0
- Bằng VND,- Bằng VND,- Bằng VND,420.000,460.000,420000.0,460000.0
- Bằng và ngoại tệ,- Bằng và ngoại tệ,- Bằng và ngoại tệ,1.878.124,1.086.640,1878124.0,1086640.0
Cộng,Cộng,Cộng,2.340.861,1.651.469,2340861.0,1651469.0
