row_label_raw,row_label_full,Chỉ tiêu,Quá hạn > Trên 3 tháng,Quá hạn > Đến 3 tháng,Trong hạn > Đến 1 tháng,Trong hạn > Từ 1 - 3 tháng,Trong hạn > Từ 3 - 12 tháng,Trong hạn > Từ 1 - 5 năm,Trong hạn > Trên 5 năm,Tổng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Đến 3 tháng,numeric__Trong hạn > Đến 1 tháng,numeric__Trong hạn > Từ 1 - 3 tháng,numeric__Trong hạn > Từ 3 - 12 tháng,numeric__Trong hạn > Từ 1 - 5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Tổng
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,170.837,-,-,-,-,170.837,,,170837.0,,,,,170837.0
Tiền gói tại ngân hàng Nhà nước,Tiền gói tại ngân hàng Nhà nước,Tiền gói tại ngân hàng Nhà nước,-,-,560.297,-,-,-,-,560.297,,,560297.0,,,,,560297.0
"Tiền, vàng gói tại và cho vay các TCTD khác (*)","Tiền, vàng gói tại và cho vay các TCTD khác (*)","Tiền, vàng gói tại và cho vay các TCTD khác (*)",-,-,5.339.507,-,400.000,-,-,5.739.507,,,5339507.0,,400000.0,,,5739507.0
Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,-,-,-,-,,,,,,,,
Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),Chứng khoán kinh doanh (*) > Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),-,-,6.585,-,-,-,-,6.585,,,6585.0,,,,,6585.0
Cho vay khách hàng (*),Chứng khoán kinh doanh (*) > Cho vay khách hàng (*),Cho vay khách hàng (*),191.922,25.036,662.391,2.666.953,7.516.238,2.154.584,2.230.426,15.447.550,191922.0,25036.0,662391.0,2666953.0,7516238.0,2154584.0,2230426.0,15447550.0
Chứng khoán đầu tư (*),Chứng khoán kinh doanh (*) > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,-,-,752.229,-,752.229,,,,,,752229.0,,752229.0
"Góp vốn, đầu tư dài hạn (*)","Chứng khoán kinh doanh (*) > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,125.655,125.655,,,,,,,125655.0,125655.0
Tải sản cố định và Bắt động sản đầu tư,Chứng khoán kinh doanh (*) > Tải sản cố định và Bắt động sản đầu tư,Tải sản cố định và Bắt động sản đầu tư,-,-,-,-,-,-,1.153.894,1.153.894,,,,,,,1153894.0,1153894.0
Tải sản Có khác (*),Chứng khoán kinh doanh (*) > Tải sản Có khác (*),Tải sản Có khác (*),-,-,359.756,-,-,-,-,359.756,,,359756.0,,,,,359756.0
Tổng Tài sản,Chứng khoán kinh doanh (*) > Tổng Tài sản,Tổng Tài sản,191.922,25.036,7.099.373,2.666.953,7.916.238,2.906.813,3.509.975,24.316.310,191922.0,25036.0,7099373.0,2666953.0,7916238.0,2906813.0,3509975.0,24316310.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,-,-,-,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,1.651.469,-,309,1.456,745,1.653.979,,,1651469.0,,309.0,1456.0,745.0,1653979.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,6.505.962,3.512.465,7.435.984,769.223,,18.223.634,,,6505962.0,3512465.0,7435984.0,769223.0,,18223634.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,-,-,-,-,-,,,,,,,,
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,-,-,-,,,,,,,,
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,-,-,-,-,,,,,,,,
Các khoản nợ khác,Phát hành giấy tờ có giá > Các khoản nợ khác,Các khoản nợ khác,-,-,443.866,-,-,-,-,443.866,,,443866.0,,,,,443866.0
Tổng Nợ phải trả,Phát hành giấy tờ có giá > Tổng Nợ phải trả,Tổng Nợ phải trả,-,-,8.601.297,3.512.465,7.436.293,770.679,-,20.321.479,,,8601297.0,3512465.0,7436293.0,770679.0,,20321479.0
Mức chênh thanh khoản ròng,Phát hành giấy tờ có giá > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,191.922,25.036,(1.501.924),(845.512),479.945,2.136.134,3.509.975,3.994.831,191922.0,25036.0,-1501924.0,-845512.0,479945.0,2136134.0,3509975.0,3994831.0
