row_label_raw,row_label_full,- Phân tích giá trị đầu tư theo loại hình đầu tư,31/12/2021 > - Phân tích giá trị đầu tư theo loại hình đầu tư,31/12/2020 > - Phân tích giá trị đầu tư theo loại hình đầu tư,numeric__31/12/2021 > - Phân tích giá trị đầu tư theo loại hình đầu tư,numeric__31/12/2020 > - Phân tích giá trị đầu tư theo loại hình đầu tư
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,53.880,125.655,53880.0,125655.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(28.182),(26.931),-28182.0,-26931.0
Tổng cộng,Tổng cộng,Tổng cộng,25.698,98.724,25698.0,98724.0
