row_label_raw,row_label_full,- Lợi nhuận hoặc lỗ để tính lãi cơ bản trên cổ phiếu,122.686,97.046,numeric__122.686,numeric__97.046
- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,-,(34.970),,-34970.0
"+ Quỹ khen thưởng, phúc lợi","+ Quỹ khen thưởng, phúc lợi","+ Quỹ khen thưởng, phúc lợi",-,(34.970),,-34970.0
- Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản,- Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản,- Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản,308,308,308.0,308.0
- Lãi cơ bản trên cổ phiếu (đồng/ Cổ phiếu),- Lãi cơ bản trên cổ phiếu (đồng/ Cổ phiếu),- Lãi cơ bản trên cổ phiếu (đồng/ Cổ phiếu),398,202,398.0,202.0
