row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,-,-,,,
02. Tiền thu từ phát hành giấy tờ có giá dài hạn dù điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ có giá dài hạn dù điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ có giá dài hạn dù điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
03. Tiền chi thanh toán giấy tờ có giá dài hạn dù điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chi thanh toán giấy tờ có giá dài hạn dù điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chi thanh toán giấy tờ có giá dài hạn dù điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
"04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,-,,,
05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,,-,-,,,
06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,-,-,,,
IV. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền từ hoạt động tài chính > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,(242.024),641.451,,-242024.0,641451.0
V. Tiền và các khoản tương đương tiền đầu năm,III. Lưu chuyển tiền từ hoạt động tài chính > V. Tiền và các khoản tương đương tiền đầu năm,V. Tiền và các khoản tương đương tiền đầu năm,,6.070.641,5.429.190,,6070641.0,5429190.0
VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền cuối năm,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền cuối năm,VII. Tiền và các khoản tương đương tiền cuối năm,VII.34,5.828.617,6.070.641,,5828617.0,6070641.0
