row_label_raw,row_label_full,Cam kết mua TSCĐ có giá trị lớn trong tương lai > Cam kết bán TSCĐ có giá trị lớn trong tương lai > Giá trị còn lại của TSCĐ hữu hình tạm thời không được sử dụng vào sản xuất kinh doanh,31/12/2021 > -,31/12/2020 > -,numeric__31/12/2021 > -,numeric__31/12/2020 > -
Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,132.283,134.243,132283.0,134243.0
Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,-,-,,
