row_label_raw,row_label_full,Phải trả người bán- Công ty Cổ phầnHoàng Sơn ViệtNam > - Công ty Cổ phầnGMI Việt Nam,Số cuối năm > Giá trị > 45.333.899.137 > 8.333.734.945,Số cuối năm > Số có khả năng trả nợ > 45.333.899.137 > 8.333.734.945,Đơn vị tính: VND > Số đầu năm > Giá trị > 27.627.197.741 > -,Đơn vị tính: VND > Số đầu năm > Số có khả năng trả nợ > 27.627.197.741 > -,numeric__Số cuối năm > Giá trị > 45.333.899.137 > 8.333.734.945,numeric__Số cuối năm > Số có khả năng trả nợ > 45.333.899.137 > 8.333.734.945,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị > 27.627.197.741 > -,numeric__Đơn vị tính: VND > Số đầu năm > Số có khả năng trả nợ > 27.627.197.741 > -
- Phải trả đối tượngkhác,- Phải trả đối tượngkhác,- Phải trả đối tượngkhác,8.353.904.484,8.353.904.484,-,-,8353904484.0,8353904484.0,,
Phải trả bên liên quan(Thuyết minh số 30),Phải trả bên liên quan(Thuyết minh số 30),Phải trả bên liên quan(Thuyết minh số 30),28.646.259.708,28.646.259.708,27.627.197.741,27.627.197.741,28646259708.0,28646259708.0,27627197741.0,27627197741.0
Phải trả bên liên quan(Thuyết minh số 30),Phải trả bên liên quan(Thuyết minh số 30),Phải trả bên liên quan(Thuyết minh số 30),606.437.618,606.437.618,404.996.444,404.996.444,606437618.0,606437618.0,404996444.0,404996444.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,45.940.336.755,45.940.336.755,28.032.194.185,28.032.194.185,45940336755.0,45940336755.0,28032194185.0,28032194185.0
