row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,TSCĐ vô hình khác,Đơn vị tính: VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__TSCĐ vô hình khác,numeric__Đơn vị tính: VND Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,21.475.798.076,1.387.700.000,22.899.451.182,45.762.949.258,21475798076.0,1387700000.0,22899451182.0,45762949258.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,21.475.798.076,1.387.700.000,22.899.451.182,45.762.949.258,21475798076.0,1387700000.0,22899451182.0,45762949258.0
Trong đó: Đã khấu hao hết,Nguyên giá: > Trong đó: Đã khấu hao hết,Trong đó: Đã khấu hao hết,-,1.312.422.208,21.971.495.755,23.283.917.963,,1312422208.0,21971495755.0,23283917963.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,5.179.906.998,1.352.422.192,22.162.188.783,28.694.517.973,5179906998.0,1352422192.0,22162188783.0,28694517973.0
- Hao mòn trong năm,Giá trị hao mòn lũy kế: > - Hao mòn trong năm,- Hao mòn trong năm,388.103.964,19.999.992,90.739.968,498.843.924,388103964.0,19999992.0,90739968.0,498843924.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,5.568.010.962,1.372.422.184,22.252.928.751,29.193.361.897,5568010962.0,1372422184.0,22252928751.0,29193361897.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,16.295.891.078,35.277.808,737.262.399,17.068.431.285,16295891078.0,35277808.0,737262399.0,17068431285.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,15.907.787.114,15.277.816,646.522.431,16.569.587.361,15907787114.0,15277816.0,646522431.0,16569587361.0
