row_label_raw,row_label_full,Bên liên quan > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Mối quan hệ > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Nội dung nghiệp vụ > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Số cuối năm > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Số đầu năm > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),numeric__Mối quan hệ > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),numeric__Nội dung nghiệp vụ > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),numeric__Số cuối năm > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),numeric__Số đầu năm > Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2)
Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty con,Ứng trước tiền hàng,4.052.357.087,2.339.641.929,,,4052357087.0,2339641929.0
Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn,Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn,Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn,Công ty con,Ứng trước tiền hàng,3.240.000,-,,,3240000.0,
