row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,311.073.406.485,276.463.613.913,311073406485.0,276463613913.0
Thuế TNDN theo thuế suất 20% áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Tổng Công ty,62.214.681.297,55.292.722.783,62214681297.0,55292722783.0
Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,,
Chi phí không được khẩu trừ thuế,Các khoản điều chỉnh tăng/(giảm): > Chi phí không được khẩu trừ thuế,Chi phí không được khẩu trừ thuế,1.262.441.163,1.528.738.181,1262441163.0,1528738181.0
Trích lập/(hoàn nhập) dự phòng hàng tồn kho,Các khoản điều chỉnh tăng/(giảm): > Trích lập/(hoàn nhập) dự phòng hàng tồn kho,Trích lập/(hoàn nhập) dự phòng hàng tồn kho,621.826.219,(526.777.146),621826219.0,-526777146.0
Ảnh hưởng của dự phòng tổn thất đầu tư,Các khoản điều chỉnh tăng/(giảm): > Ảnh hưởng của dự phòng tổn thất đầu tư,Ảnh hưởng của dự phòng tổn thất đầu tư,16.854.157,(377.331.526),16854157.0,-377331526.0
Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiên và các khoản phải thu,Các khoản điều chỉnh tăng/(giảm): > Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiên và các khoản phải thu,Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiên và các khoản phải thu,224.322.989,(224.525.304),224322989.0,-224525304.0
Điều chỉnh thuế trích thiếu trong các năm trước,Các khoản điều chỉnh tăng/(giảm): > Điều chỉnh thuế trích thiếu trong các năm trước,Điều chỉnh thuế trích thiếu trong các năm trước,880.861.174,1.321.525.316,880861174.0,1321525316.0
Thu nhập không chịu thuế,Các khoản điều chỉnh tăng/(giảm): > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(25.402.752.264),(42.833.854.144),-25402752264.0,-42833854144.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh tăng/(giảm): > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(678.248.473),(39.341.993),-678248473.0,-39341993.0
Chi phí thuế TNDN,Các khoản điều chỉnh tăng/(giảm): > Chi phí thuế TNDN,Chi phí thuế TNDN,39.139.986.262,14.141.156.167,39139986262.0,14141156167.0
