row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,12.729.128.612,33.380.851.283,12729128612.0,33380851283.0
- Negoce Des Bois D'Afrique Sa,- Negoce Des Bois D'Afrique Sa,- Negoce Des Bois D'Afrique Sa,7.734.423.570,11.185.490.986,7734423570.0,11185490986.0
- Khác,- Khác,- Khác,4.994.705.042,22.195.360.297,4994705042.0,22195360297.0
Trả trước cho các bên liên quan(Thuyết minh số 30),Trả trước cho các bên liên quan(Thuyết minh số 30),Trả trước cho các bên liên quan(Thuyết minh số 30),4.055.597.087,2.339.641.929,4055597087.0,2339641929.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,16.784.725.699,35.720.493.212,16784725699.0,35720493212.0
Dự phòng trả trước cho người bán ngắn hạn khó đòi,Dự phòng trả trước cho người bán ngắn hạn khó đòi,Dự phòng trả trước cho người bán ngắn hạn khó đòi,(294.890.975),(294.890.975),-294890975.0,-294890975.0
