row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Cổ phầnGiống Lâm nghiệpvùng Đông Bắc,Công ty Cổ phầnGiống Lâm nghiệpvùng Đông Bắc,Công ty Cổ phầnGiống Lâm nghiệpvùng Đông Bắc,Công ty con,Cho vayThu hồi gốc cho vay,-,2.500.000.0001.100.000.000,,,,2.50000000011e+19
Công ty TNHHMTV Ván đánVinafor Bắc Giang,Công ty TNHHMTV Ván đánVinafor Bắc Giang,Công ty TNHHMTV Ván đánVinafor Bắc Giang,Công ty con,"Thu hồi gốc vayDoanh thu cho vay,tiền gửi",30.000.000.0002.467.723.289,9.000.000.0003.444.804.311,,,3.000000000024677e+20,9.00000000034448e+19
Công ty TNHHMTV Hợp tác Laodộng và Dịch vụVinafor,Công ty TNHHMTV Hợp tác Laodộng và Dịch vụVinafor,Công ty TNHHMTV Hợp tác Laodộng và Dịch vụVinafor,Công ty con,Phí quản lý thực tậpsinh tại NhậtDoanh thu hợp táckinh doanh,108.991.140370.034.880,297.999.94531.399.351,,,1.0899114037003488e+17,2.979999453139935e+16
Công ty TNHHMTV Chế biến gỗvà đảm gỗ DungQuất,Công ty TNHHMTV Chế biến gỗvà đảm gỗ DungQuất,Công ty TNHHMTV Chế biến gỗvà đảm gỗ DungQuất,Công ty con,"Thu nợ gốc vayDoanh thu cho vay,tiền gửi",3.450.000.000379.356.165,4.700.000.000576.545.206,,,3.450000000379356e+18,4.700000000576545e+18
Công ty TNHHMTV Lâm nghiệpLộc Bình,Công ty TNHHMTV Lâm nghiệpLộc Bình,Công ty TNHHMTV Lâm nghiệpLộc Bình,Công ty con,"Thu hồi gốc và lãicho vayDoanh thu cho vay,tiền gửiThanh toán lãi vayTrả tiền thiết kế khaithácDoanh thu thiết kếkhai thác rừngGớp vốnChuyển tiền hỗ trợ",56.448.592.5412.557.953.523-896.600.23131.150.000.000298.116.270,8.032.270.4243.002.187.5262.001.109.503489.108.683452.878.410-251.000.000,,,,
Công ty TNHHMTV Lâm nghiệpĐinh Lập,Công ty TNHHMTV Lâm nghiệpĐinh Lập,Công ty TNHHMTV Lâm nghiệpĐinh Lập,Công ty con,"Thu hồi gốc cho vayDoanh thu cho vay,tiền gửiCho vay vốnThanh toán lãi vayMua hàng hóaGớp vốnChuyển tiền hỗ trợ",45.008.719.4701.661.387.308-46.300.000.000217.628.000,5.998.599.0001.900.271.3221.663.000.0001.644.392.081755.430.000-198.500.000,,,,
Công ty Cổ phầnGỗ lang Buôn MaThuật,Công ty TNHHMTV Lâm nghiệpĐinh Lập > Công ty Cổ phầnGỗ lang Buôn MaThuật,Công ty Cổ phầnGỗ lang Buôn MaThuật,Công ty liênkết,Thu tiền bán vấn épDoanh thu bán vấn ép,11.063.751.19910.404.886.979,12.846.746.36113.178.033.151,,,1.1063751199104049e+21,1.284674636113178e+21
Công ty Cổ phầnLong Bình,Công ty TNHHMTV Lâm nghiệpĐinh Lập > Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty con,Chuyển tiền hỗ trợDoanh thu bán gỗ,94.630.0002.757.038.612,39.000.000-,,,9.463000027570386e+17,
Công ty Cổ phầnThương mại Lâmsản Hà Nội,Công ty TNHHMTV Lâm nghiệpĐinh Lập > Công ty Cổ phầnThương mại Lâmsản Hà Nội,Công ty Cổ phầnThương mại Lâmsản Hà Nội,Công ty liênkết,Trả tiền thuê đất,662.083.434,662.083.434,,,662083434.0,662083434.0
