row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,846.788.687.095,599.249.958.818,846788687095.0,599249958818.0
Giá vốn tử bán vấn MDF,Giá vốn tử bán vấn MDF,Giá vốn tử bán vấn MDF,129.025.768.445,148.985.214.724,129025768445.0,148985214724.0
Giá vốn cung cấp dịch vụ,Giá vốn cung cấp dịch vụ,Giá vốn cung cấp dịch vụ,31.591.982.650,39.088.601.773,31591982650.0,39088601773.0
Giá vốn khai thác rừng trồng,Giá vốn khai thác rừng trồng,Giá vốn khai thác rừng trồng,37.210.157.661,50.024.848.921,37210157661.0,50024848921.0
Giá vốn chuyển nhượng bất động sản,Giá vốn chuyển nhượng bất động sản,Giá vốn chuyển nhượng bất động sản,12.519.971.451,-,12519971451.0,
Giá vốn của các khoản doanh thu khác,Giá vốn của các khoản doanh thu khác,Giá vốn của các khoản doanh thu khác,21.282.355.393,18.831.780.953,21282355393.0,18831780953.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.078.418.922.695,856.180.405.189,1078418922695.0,856180405189.0
