row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.223.962.586.107,944.527.677.192,1223962586107.0,944527677192.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ kinh doanh gỗ,Trong đó: > Doanh thu từ kinh doanh gỗ,Doanh thu từ kinh doanh gỗ,861.053.922.875,608.865.839.630,861053922875.0,608865839630.0
Doanh thu từ bán van MDF,Trong đó: > Doanh thu từ bán van MDF,Doanh thu từ bán van MDF,153.318.279.691,183.991.057.823,153318279691.0,183991057823.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,81.139.951.544,72.351.076.601,81139951544.0,72351076601.0
Doanh thu của hoạt động khai thác rừng trồng,Trong đó: > Doanh thu của hoạt động khai thác rừng trồng,Doanh thu của hoạt động khai thác rừng trồng,43.593.646.700,51.716.263.056,43593646700.0,51716263056.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,52.211.484.746,-,52211484746.0,
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,32.645.300.551,27.603.440.082,32645300551.0,27603440082.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,(45.927.354),-,-45927354.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,1.223.916.658.753,944.527.677.192,1223916658753.0,944527677192.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,706.549.529.567,584.628.138.709,706549529567.0,584628138709.0
Doanh thu đối với các bên liên quan (Thuyết minh số 30),Trong đó: > Doanh thu đối với các bên liên quan (Thuyết minh số 30),Doanh thu đối với các bên liên quan (Thuyết minh số 30),517.367.129.186,359.899.538.483,517367129186.0,359899538483.0
