row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,225.194.892.408,186.807.331.788,,,225194892408.0,186807331788.0
310,310,310,I. Nợ ngắn hạn,,191.326.337.167,153.950.416.799,,,191326337167.0,153950416799.0
311,311,311,1. Phải trả người bán ngắn hạn,16.1,45.940.336.755,28.032.194.185,,161.0,45940336755.0,28032194185.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16.2,6.917.956.034,21.387.201.485,,162.0,6917956034.0,21387201485.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,29.291.488.629,3.933.907.636,,17.0,29291488629.0,3933907636.0
314,314,314,4. Phải trả người lao động,,40.949.798.705,27.790.406.983,,,40949798705.0,27790406983.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,7.349.820.846,6.214.661.546,,18.0,7349820846.0,6214661546.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,19,6.158.800.220,7.383.401.318,,19.0,6158800220.0,7383401318.0
319,319,319,7. Phải trả ngắn hạn khác,20,36.272.309.293,39.129.541.748,,20.0,36272309293.0,39129541748.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",21,18.445.826.685,20.079.101.898,,21.0,18445826685.0,20079101898.0
330,330,330,II. Nợ dài hạn,,33.868.555.241,32.856.914.989,,,33868555241.0,32856914989.0
337,337,337,1. Phải trả dài hạn khác,20,16.399.364.305,15.113.068.447,,20.0,16399364305.0,15113068447.0
343,343,343,2. Quỹ phát triển khoa học và công nghệ,,17.469.190.936,17.743.846.542,,,17469190936.0,17743846542.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.946.876.952.861,3.936.454.147.316,,,3946876952861.0,3936454147316.0
410,410,410,I. Vốn chủ sở hữu,22,3.946.164.549.468,3.935.741.743.923,,22.0,3946164549468.0,3935741743923.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,190.096.892.655,190.096.892.655,,,190096892655.0,190096892655.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,256.067.656.813,245.644.851.268,,,256067656813.0,245644851268.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,268.643.501,237.430.172,,,268643501.0,237430172.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,255.799.013.312,245.407.421.096,,,255799013312.0,245407421096.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,712.403.393,712.403.393,,,712403393.0,712403393.0
432,432,432,1. Nguồn kinh phí đã hình thành tài sản cố định,,712.403.393,712.403.393,,,712403393.0,712403393.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.172.071.845.269,4.123.261.479.104,,,4172071845269.0,4123261479104.0
