row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân công,Chi phí bán hàng > Chi phí nhân công,Chi phí nhân công,7.284.850.800,4.744.324.616,7284850800.0,4744324616.0
"Chi phí nguyên liệu, vật liệu","Chi phí bán hàng > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",209.311.962,837.649.239,209311962.0,837649239.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.819.058.545,16.748.779.942,12819058545.0,16748779942.0
Chi phí bằng tiền khác,Chi phí bán hàng > Chi phí bằng tiền khác,Chi phí bằng tiền khác,4.921.498.065,2.854.407.050,4921498065.0,2854407050.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,25.234.719.372,25.185.160.847,25234719372.0,25185160847.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,103.511.005.742,90.748.785.504,103511005742.0,90748785504.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",998.841.278,1.063.797.593,998841278.0,1063797593.0
"Thuế, phí và lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí và lệ phí","Thuế, phí và lệ phí",1.621.323.900,4.101.955.091,1621323900.0,4101955091.0
"Chi phí khấu hao, hao mòn","Chi phí quản lý doanh nghiệp > Chi phí khấu hao, hao mòn","Chi phí khấu hao, hao mòn",6.717.243.443,7.076.117.833,6717243443.0,7076117833.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,1.371.169.090,1.382.531.530,1371169090.0,1382531530.0
Chi phí mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí mua ngoài,Chi phí mua ngoài,22.962.451.284,21.347.628.244,22962451284.0,21347628244.0
(Hoàn nhập)/trích lập chi phí dự phòng,Chi phí quản lý doanh nghiệp > (Hoàn nhập)/trích lập chi phí dự phòng,(Hoàn nhập)/trích lập chi phí dự phòng,(25.075.333.900),4.509.206.255,-25075333900.0,4509206255.0
Chi phí khác bằng tiền,Chi phí quản lý doanh nghiệp > Chi phí khác bằng tiền,Chi phí khác bằng tiền,29.764.859.261,36.631.429.886,29764859261.0,36631429886.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,141.871.560.098,166.861.451.936,141871560098.0,166861451936.0
