row_label_raw,row_label_full,Mã số,CHÌ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,1.223.962.586.107,944.527.677.192,,241.0,1223962586107.0,944527677192.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,(45.927.354),-,,241.0,-45927354.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,1.223.916.658.753,944.527.677.192,,241.0,1223916658753.0,944527677192.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(1.078.418.922.695),(856.180.405.189),,25.0,-1078418922695.0,-856180405189.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,145.497.736.058,88.347.272.003,,,145497736058.0,88347272003.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,321.978.961.821,376.437.505.615,,242.0,321978961821.0,376437505615.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(107.907.948),3.608.353.423,,26.0,-107907948.0,3608353423.0
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,-,-,,26.0,,
25,25,25,8. Chi phí bán hàng,27,(25.234.719.372),(25.185.160.847),,27.0,-25234719372.0,-25185160847.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,(141.871.560.098),(166.861.451.936),,27.0,-141871560098.0,-166861451936.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,300.262.510.461,276.346.518.258,,,300262510461.0,276346518258.0
31,31,31,11. Thu nhập khác,,10.918.896.220,802.689.943,,,10918896220.0,802689943.0
32,32,32,12. Chi phí khác,,(108.000.196),(685.594.288),,,-108000196.0,-685594288.0
40,40,40,13. Lợi nhuận khác,,10.810.896.024,117.095.655,,,10810896024.0,117095655.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,311.073.406.485,276.463.613.913,,,311073406485.0,276463613913.0
51,51,51,15. Chi phí thuế TNDN hiện hành,29.1,(39.139.986.262),(14.141.156.167),,291.0,-39139986262.0,-14141156167.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,271.933.420.223,262.322.457.746,,,271933420223.0,262322457746.0
