row_label_raw,row_label_full,STT > 154,TÊN NHÀ CUNG CÁP > CÔNG TY CP CƠ ĐIỆN KDG VIỆT NAM,TẠI 31/12/2025 > 2.271.370.845,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY CP CƠ ĐIỆN KDG VIỆT NAM,numeric__TẠI 31/12/2025 > 2.271.370.845
155,155,155,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG CƠ KHỊ THÀNH AN,2.265.221.105,,2265221105.0
156,156,156,CÔNG TY CỔ PHẦN CÔNG NGHỆ VAPEC,2.247.838.457,,2247838457.0
157,157,157,CÔNG TY CP XÃY DỰNG THƯƠNG MAI KIẾN THẠCH,2.241.577.961,,2241577961.0
158,158,158,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG ANH ANH,2.229.318.200,,2229318200.0
159,159,159,CÔNG TY TNHH TMXD KÝ THUẬT ĐẠI TIẾN PHÁT,2.227.397.120,,2227397120.0
160,160,160,CÔNG TY TNHH XÃY DỰNG THƯƠNG MAI TÂN VŨ,2.219.024.318,,2219024318.0
161,161,161,CÔNG TY TNHH MTV MINH KIỂN 68,2.206.688.243,,2206688243.0
162,162,162,CÔNG TY TNHH XD VÀ TM YTA VIỆT NAM,2.198.435.751,,2198435751.0
163,163,163,CÔNG TY TNHH THƯƠNG MAI VÀ XÃY DỰNG ĐỨC VIỆT,2.197.040.229,,2197040229.0
164,164,164,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG HNB,2.193.373.300,,2193373300.0
165,165,165,CÔNG TY TNHH DỊCH VỤ LONG SEN,2.176.794.552,,2176794552.0
166,166,166,CÔNG TY TNHH MỘT THÀNH VIÊN XÃY DỰNG FULL SPACE,2.175.343.947,,2175343947.0
167,167,167,CÔNG TY TNHH MÁY VÀ THIỆT BỊ THIÊN VŨ NGỐ,2.084.894.213,,2084894213.0
168,168,168,CÔNG TY CỔ PHẦN FOUNTECH,2.067.517.198,,2067517198.0
169,169,169,CÔNG TY TNHH XD VÀ ĐO ĐẠC TIẾN PHẮT,2.063.970.334,,2063970334.0
170,170,170,CÔNG TY TNHH TIÊN AN,2.060.420.850,,2060420850.0
171,171,171,CÔNG TY TNHH CƠ KHỊ SƠN TRẦN,2.051.306.619,,2051306619.0
172,172,172,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG VŨNG TIN,2.027.439.907,,2027439907.0
173,173,173,CÔNG TY TNHH ĐẦU TƯ THIỆT KÊ XÃY DỰNG VÀ THƯƠNG MAI ĐỨC TÀI,2.013.247.854,,2013247854.0
174,174,174,CÔNG TY TNHH VẬT LIỆU XÃY DỰNG K.U.S,1.981.911.110,,1981911110.0
175,175,175,CÔNG TY TNHH DỊCH VỤ - CƠ KHÍ - XÃY DỰNG TỪNG BẮCH,1.972.457.972,,1972457972.0
176,176,176,CÔNG TY TNHH AP DEVELOPMENT,1.951.505.333,,1951505333.0
177,177,177,CÔNG TY CỔ PHẦN HISUNG VIỆT NAM,1.910.985.869,,1910985869.0
178,178,178,CÔNG TY TNHH MTV HƯNG THÀNH LỌC,1.849.636.347,,1849636347.0
179,179,179,CÔNG TY CỔ PHẦN ĐẦU TƯ PHAN VŨ,1.836.304.755,,1836304755.0
180,180,180,CÔNG TY TNHH XÃY DỰNG VÀ THƯƠNG MAI DANH GIA MINH,1.834.250.408,,1834250408.0
181,181,181,CÔNG TY TNHH TM XNK ĐÀ HOA CUỒNG HOÀNG MỸ,1.749.177.281,,1749177281.0
182,182,182,CÔNG TY TNHH MTV KALAHAN,1.688.046.196,,1688046196.0
183,183,183,CÔNG TY TNHH XÃY DỰNG VÀ CHÔNG THẨM THÀNH HIỆU,1.648.110.351,,1648110351.0
184,184,184,CÔNG TY TNHH TM VÀ DV HỮU LẨM,1.621.525.486,,1621525486.0
185,185,185,CÔNG TY TNHH KỸ THUẬT XÃY DỰNG C&T,1.617.892.632,,1617892632.0
186,186,186,CÔNG TY CỔ PHẦN ĐẦU TƯ XÃY DỰNG VÀ THƯƠNG MAI ANH PHẮT,1.586.609.477,,1586609477.0
187,187,187,CÔNG TY TNHH THƯƠNG MAI XÃY DỰNG NỘI THẮT KIM Y GROUP,1.566.801.601,,1566801601.0
188,188,188,CÔNG TY TNHH KIỂN GIANG CITY,1.555.516.134,,1555516134.0
189,189,189,CÔNG TY CP TẬP ĐOẠN QUỐC TẾ SLAND,1.555.196.302,,1555196302.0
190,190,190,CÔNG TY TNHH ĐT SX VÀ DV TM NEWTECH,1.439.797.380,,1439797380.0
191,191,191,CÔNG TY CP XÃY LẬP VÀ DỊCH VỤ KỸ THUẬT ICD VIỆT NAM,1.369.333.223,,1369333223.0
192,192,192,CÔNG TY CỔ PHẦN CÔNG NGHỆ CỦA SACOM,1.319.916.763,,1319916763.0
193,193,193,CÔNG TY TNHH DỊCH VỤ KỸ THUẬT VÀ XÃY DỰNG HOÀNG ANH,1.297.043.161,,1297043161.0
194,194,194,CÔNG TY CỔ PHẦN NAM VIỆT ÚC,1.291.849.649,,1291849649.0
195,195,195,CÔNG TY TNHH THIỆT BỊ CƠ ĐIỆN SƠN HÀ PHỐ,1.237.831.730,,1237831730.0
196,196,196,CÔNG TY CỔ PHẦN UNIC,488.926.780,,488926780.0
197,197,197,CÔNG TY CỔ PHẦN LẬP MÃY ĐIỆN NƯỚC VÀ XÃY DỰNG 4,2.474.177.503,,2474177503.0
198,198,198,CÔNG TY CỔ PHẦN XÃY DỰNG HIASHI,1.495.650.573,,1495650573.0
199,199,199,CÁC NHA CUNG CΑP KHÁC,2.713.689.546.390,,2713689546390.0
,,,TỔNG CÔNG,4.080.344.876.531,,4080344876531.0
