row_label_raw,row_label_full,Tổ chức thu xếp phát hành > Công ty CP Chứng khoán Ngân hàng TMCP Công Thương Việt Nam > Công ty Chứng khoán ACB,Số dư 31/12/2025 > 11.900.000.000 > 376.000.000.000,Trái chủ > Công ty Cổ phầnChứng khoán Ngân hàng TMCP Công Thương Việt Nam > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Hồ Chí Minh,Mục đích > Bổ sung vốn lưu động,Ngày đáo hạn > 31/10/2025 > 30/12/2026,"Hình thức đảm bảo > Cổ phiếu, máy móc thiết bị > Cổ phiếu của Công ty, Giấy chứng nhận quyền sử dụng đất",numeric__Số dư 31/12/2025 > 11.900.000.000 > 376.000.000.000,numeric__Trái chủ > Công ty Cổ phầnChứng khoán Ngân hàng TMCP Công Thương Việt Nam > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Hồ Chí Minh,numeric__Mục đích > Bổ sung vốn lưu động,numeric__Ngày đáo hạn > 31/10/2025 > 30/12/2026,"numeric__Hình thức đảm bảo > Cổ phiếu, máy móc thiết bị > Cổ phiếu của Công ty, Giấy chứng nhận quyền sử dụng đất"
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(2.040.000.000),,,,,-2040000000.0,,,,
,,,385.860.000.000,,,,,385860000000.0,,,,
