row_label_raw,row_label_full,Số đầu năm,Năm 2025VND > 15.970.716.277,Năm 2024VND > 31.835.167.147,numeric__Năm 2025VND > 15.970.716.277,numeric__Năm 2024VND > 31.835.167.147
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,-,(15.864.450.870),,-15864450870.0
Số cuối năm,Số cuối năm,Số cuối năm,15.970.716.277,15.970.716.277,15970716277.0,15970716277.0
