row_label_raw,row_label_full,Tên công ty,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ quyền biểu quyết,Tỷ lệ phân sở hữu,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ phân sở hữu
Công ty TNHH MTV Trung tâm đổi mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đổi mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đổi mới sáng tạo Hòa Bình,"Tư vấn xây dựng, khảo sát công trình, thiết kế kiến trúc công trình","100,00%","100,00%","100,00%",,1.0,1.0,1.0
Công ty TNHH Quy Hoạch Và Kiến Trúc Hòa Bình,Công ty TNHH Quy Hoạch Và Kiến Trúc Hòa Bình,Công ty TNHH Quy Hoạch Và Kiến Trúc Hòa Bình,"Tư vấn xây dựng, khảo sát công trình, thiết kế kiến trúc công trình","51,00%","51,00%","51,00%",,0.51,0.51,0.51
Công ty Cổ phần Thương mại và Đầu tư Pax,Công ty Cổ phần Thương mại và Đầu tư Pax,Công ty Cổ phần Thương mại và Đầu tư Pax,"Cho thuê, quản lý tòa nhà văn phòng","100,00%","100,00%","100,00%",,1.0,1.0,1.0
