row_label_raw,row_label_full,col_0,Mã số,Số dư 31/12/2024trước điều chỉnhVND,Điều chỉnhVND,Số dư 31/12/2024sau điều chỉnhVND,numeric__Mã số,numeric__Số dư 31/12/2024trước điều chỉnhVND,numeric__Điều chỉnhVND,numeric__Số dư 31/12/2024sau điều chỉnhVND
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,1.613.089.335.843,158.258.462.564,1.771.347.798.407,135.0,1613089335843.0,158258462564.0,1771347798407.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,(1.488.188.430.536),158.258.462.564,(1.329.929.967.972),421.0,-1488188430536.0,158258462564.0,-1329929967972.0
