row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2025,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2025
1,1,1,CÔNG TY CỔ PHẦN MAYS XAYS DỰNG MATEC,92.175.161.224,,92175161224.0
2,2,2,CÔNG TY CP THẾP VÀ VÀT TƯXAYS DỰNG,82.950.861.979,,82950861979.0
3,3,3,CÔNG TY CP ĐẦU TƯ THƯƠNG MAI VÀ KÝ THUẬT HỒA BÌNH (TAM LẬP),62.593.243.895,,62593243895.0
4,4,4,CÔNG TY CỔ PHẦN KÝ THUẬT VÀ XAYS DỰNG SEAREFICO,43.448.820.323,,43448820323.0
5,5,5,CÔNG TY CỔ PHẦN XAYS DỰNG PHÚ THÀNH,34.620.055.145,,34620055145.0
6,6,6,CÔNG TY CỔ PHẦN BEST QUALITY CONSTRUCTION,32.786.355.404,,32786355404.0
7,7,7,CÔNG TY CỔ PHẦN KẾT CẦU THẾP ATAD,31.315.500.253,,31315500253.0
8,8,8,CÔNG TY CỔ PHẦN HAWEE CƠ ĐIỆN,27.661.679.899,,27661679899.0
9,9,9,CÔNG TY CỔ PHẦN INTERHOUSE LA,23.504.292.464,,23504292464.0
10,10,10,CÔNG TY CỔ PHẦN XD ĐẦU TƯ CÔNG NGHIỆP ĐỒNG DƯƠNG,21.357.300.685,,21357300685.0
11,11,11,CÔNG TY TNHH ĐẦU TƯ VÀ PHẠT TRIỂN XAYS DỰNG LG-CONS,21.139.297.523,,21139297523.0
12,12,12,CÔNG TY CP ĐT XAYS DỰNG PHẠT TRIỂN VIỆT TIỆP,19.810.121.711,,19810121711.0
13,13,13,CÔNG TY CỔ PHẦN CỦA SUNSPACE,19.503.189.684,,19503189684.0
14,14,14,CÔNG TY TNHH KÝ THUẬT JESCO HỒA BÌNH,19.353.711.830,,19353711830.0
15,15,15,CÔNG TY TNHH THẾP VIỆT,18.031.706.510,,18031706510.0
16,16,16,CÔNG TY TNHH XAYS DỰNG VÀ THƯƠNG MAI MMT,16.522.050.821,,16522050821.0
17,17,17,CÔNG TY TNHH SƠN JOTUN VIỆT NAM,14.819.573.672,,14819573672.0
18,18,18,CÔNG TY CP ĐẦU TƯ XAYS DỰNG THƯƠNG MAI TÍN HIỀU,13.386.107.408,,13386107408.0
19,19,19,CÔNG TY TNHH THƯƠNG MAI VÀ XAYS DỰNG THU NGÂN,13.143.973.526,,13143973526.0
20,20,20,CÔNG TY CỔ PHẦN THIÊN HÀ VIỆT NAM,12.434.904.262,,12434904262.0
21,21,21,CÔNG TY CỔ PHẦN TẬP ĐOẠN KÝ NGHỆ GÓ TRƯỜNG THÀNH,12.358.580.404,,12358580404.0
22,22,22,CÔNG TY TNHH MTV TM DV TIÊN TIÊN PHỤC,12.125.167.869,,12125167869.0
23,23,23,CÔNG TY TNHH SẢN XUẬT THƯƠNG MAI XAYS DỰNG PHÚ KHẢI,11.842.091.676,,11842091676.0
24,24,24,CÔNG TY TNHH VĂN TÁI ĐỨC THẢI SƠN,10.746.178.811,,10746178811.0
25,25,25,CÔNG TY CỔ PHẦN ĐẦU TƯ XAYS DỰNG THẢI SƠN,10.450.298.415,,10450298415.0
26,26,26,CÔNG TY CP XD MÝ PHÚ GIA,10.121.404.193,,10121404193.0
27,27,27,CÔNG TY TNHH MTV TM-XNK VĂN TÁI ĐỨC NGUYÊN,9.999.833.476,,9999833476.0
28,28,28,CÔNG TY CP XAYS DỰNG - THƯƠNG MAI SAO BẮC,9.821.094.951,,9821094951.0
29,29,29,CÔNG TY TNHH XD TM TRANG TRÍ NỘI THẤT QUỐC TẾ PHỤC KHANG,9.593.039.544,,9593039544.0
30,30,30,CÔNG TY TNHH DỊCH VỤ XAYS DỰNG AN TÍN PHỤC,9.373.121.652,,9373121652.0
31,31,31,CÔNG TY TNHH LUỔI THẾP HĂN SONG HỢP LỰC,9.326.885.392,,9326885392.0
32,32,32,CÔNG TY CỔ PHẦN XAYS DỰNG PHƯƠNG NAM 135,9.117.008.477,,9117008477.0
33,33,33,CÔNG TY TNHH TẬP ĐOẠN THANG MAYS THIỆT BỊ THẠNG LONG,8.960.697.474,,8960697474.0
34,34,34,CÔNG TY CỔ PHẦN KẾT CẦU THẾP ATAD ĐỒNG NAI,8.763.510.194,,8763510194.0
35,35,35,CÔNG TY CỔ PHẦN TRANG TRÍ NỘI THẤT SEN,8.664.209.813,,8664209813.0
36,36,36,CÔNG TY CỔ PHẦN THƯƠNG MAI VÀ XAYS DỰNG HƯƠNG OANH,8.555.000.346,,8555000346.0
37,37,37,CÔNG TY TNHH ĐẦU TƯ XAYS DỰNG THẢI BÌNH,8.389.554.451,,8389554451.0
38,38,38,CÔNG TY TNHH TƯƠNG VÍNH PHẠT,8.230.396.851,,8230396851.0
39,39,39,CÔNG TY TNHH TM DV DIỆN HÙNG THUĂN,8.219.108.420,,8219108420.0
40,40,40,CÔNG TY TNHH SẢN XUẬT VÀ THƯƠNG MAI ĐỨC HIỀU CHUNG,8.152.137.049,,8152137049.0
41,41,41,CÔNG TY TNHH CƠ KHÍ XAYS DỰNG THƯƠNG MAI TRƯỜNG PHÚ,8.080.312.708,,8080312708.0
