row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,
Công ty Cổ phần Tiến Phát Sanyo Homes,Bên liên quan > Công ty Cổ phần Tiến Phát Sanyo Homes,Công ty Cổ phần Tiến Phát Sanyo Homes,10.137.709.217,7.843.452.643,10137709217.0,7843452643.0
Các tổ chức khác,Các tổ chức khác,Các tổ chức khác,Các tổ chức khác,Các tổ chức khác,,
Công ty CP Thái - Holding,Các tổ chức khác > Công ty CP Thái - Holding,Công ty CP Thái - Holding,268.093.578.288,278.815.206.275,268093578288.0,278815206275.0
Công ty TNHH Phát triển New Town,Các tổ chức khác > Công ty TNHH Phát triển New Town,Công ty TNHH Phát triển New Town,129.823.115.228,47.337.091.200,129823115228.0,47337091200.0
Công ty CP Xây lắp Sunshine E&C,Các tổ chức khác > Công ty CP Xây lắp Sunshine E&C,Công ty CP Xây lắp Sunshine E&C,109.568.655.669,109.568.655.669,109568655669.0,109568655669.0
Công ty TNHH Delta - Valley Bình Thuận,Các tổ chức khác > Công ty TNHH Delta - Valley Bình Thuận,Công ty TNHH Delta - Valley Bình Thuận,99.137.332.667,65.097.423.430,99137332667.0,65097423430.0
Công ty TNHH Đổi mới và Sáng tạo FPT,Các tổ chức khác > Công ty TNHH Đổi mới và Sáng tạo FPT,Công ty TNHH Đổi mới và Sáng tạo FPT,98.600.000.000,-,98600000000.0,
Công ty Cổ phần Tập đoàn Đất Xanh,Các tổ chức khác > Công ty Cổ phần Tập đoàn Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh,106.397.133.805,-,106397133805.0,
Công ty TNHH bắt động sản Đà Lạt Valley,Các tổ chức khác > Công ty TNHH bắt động sản Đà Lạt Valley,Công ty TNHH bắt động sản Đà Lạt Valley,65.869.008.583,124.129.503.014,65869008583.0,124129503014.0
Ngân hàng TMCP Công Thương Việt Nam,Các tổ chức khác > Ngân hàng TMCP Công Thương Việt Nam,Ngân hàng TMCP Công Thương Việt Nam,86.353.981.479,86.353.981.479,86353981479.0,86353981479.0
Công ty CP Tập đoàn Ecopark,Các tổ chức khác > Công ty CP Tập đoàn Ecopark,Công ty CP Tập đoàn Ecopark,84.002.893.647,84.002.893.647,84002893647.0,84002893647.0
Công ty CP Đầu tư và Khách sạn My Way Hạ Long,Các tổ chức khác > Công ty CP Đầu tư và Khách sạn My Way Hạ Long,Công ty CP Đầu tư và Khách sạn My Way Hạ Long,79.678.500.976,79.678.500.976,79678500976.0,79678500976.0
Công ty TNHH Xây dựng Nam Đảo,Các tổ chức khác > Công ty TNHH Xây dựng Nam Đảo,Công ty TNHH Xây dựng Nam Đảo,15.307.126.768,91.723.246.590,15307126768.0,91723246590.0
Công ty CP Terra Gold Việt Nam,Các tổ chức khác > Công ty CP Terra Gold Việt Nam,Công ty CP Terra Gold Việt Nam,-,95.927.542.282,,95927542282.0
Các khách hàng khác,Các tổ chức khác > Các khách hàng khác,Các khách hàng khác,1.259.968.297.979,972.575.004.503,1259968297979.0,972575004503.0
,,,2.412.937.334.306,2.043.052.501.708,2412937334306.0,2043052501708.0
