row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty CP Nhà Hòa Bình,Công ty CP Nhà Hòa Bình,Công ty CP Nhà Hòa Bình,Công ty con,
Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty con,
Công ty Cổ phần Sơn và Chất phủ Hòa Bình,Công ty Cổ phần Sơn và Chất phủ Hòa Bình,Công ty Cổ phần Sơn và Chất phủ Hòa Bình,Công ty con,
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty con,
Công ty TNHH Hòa Bình Myanmar,Công ty TNHH Hòa Bình Myanmar,Công ty TNHH Hòa Bình Myanmar,Công ty con,
Công ty CP Bất động sản Okamura Sanyo,Công ty CP Bất động sản Okamura Sanyo,Công ty CP Bất động sản Okamura Sanyo,Công ty con,
Công ty TNHH MTV Pax Sky Sài Gòn,Công ty TNHH MTV Pax Sky Sài Gòn,Công ty TNHH MTV Pax Sky Sài Gòn,Công ty con,
Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty con,
Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty con,
Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,Công ty con,
Công ty CP Tiến Phát Tân Thuận,Công ty CP Tiến Phát Tân Thuận,Công ty CP Tiến Phát Tân Thuận,Công ty con,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty con,
Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty con,
Công ty CP Đầu tư và Phát triển Hòa Yên,Công ty CP Đầu tư và Phát triển Hòa Yên,Công ty CP Đầu tư và Phát triển Hòa Yên,Công ty con,
Công ty CP Đầu tư Phát triển Hòa Bình Huế,Công ty CP Đầu tư Phát triển Hòa Bình Huế,Công ty CP Đầu tư Phát triển Hòa Bình Huế,Công ty con,
Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty con,
Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Công ty con,
Công ty TNHH MTV HBIS,Công ty TNHH MTV HBIS,Công ty TNHH MTV HBIS,Công ty con,
Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty con,
Công ty Cổ phần Thương mại và Đầu tư Pax,Công ty Cổ phần Thương mại và Đầu tư Pax,Công ty Cổ phần Thương mại và Đầu tư Pax,Công ty con,
Công ty TNHH MTV Trung tâm Đối mới Sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm Đối mới Sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm Đối mới Sáng tạo Hòa Bình,Công ty con,
Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty con (đến ngày 31/05/2025),
Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty liên kết,
Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty liên kết,
"Các thành viên Hội đồng Quản trị, Ủy ban Kiểm toán, Ban Kiểm soát, Ban Tổng Giám đốc và các cá nhân có liên quan với các thành viên quản lý chủ chốt","Các thành viên Hội đồng Quản trị, Ủy ban Kiểm toán, Ban Kiểm soát, Ban Tổng Giám đốc và các cá nhân có liên quan với các thành viên quản lý chủ chốt","Các thành viên Hội đồng Quản trị, Ủy ban Kiểm toán, Ban Kiểm soát, Ban Tổng Giám đốc và các cá nhân có liên quan với các thành viên quản lý chủ chốt",Quản lý chủ chốt và các cá nhân có liên quan với các thành viên quản lý chủ chốt,
