row_label_raw,row_label_full,STT > 52,TÊN NHÀ CUNG CÁP > CÔNG TY TNHH UTRACON VIỆT NAM,TẠI 31/12/2025 > 6.159.202.222,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY TNHH UTRACON VIỆT NAM,numeric__TẠI 31/12/2025 > 6.159.202.222
53,53,53,CÔNG TY TNHH MTV ĐẦU TƯ VÀ XAY DỰNG CƯỜNG THỊNH PHẠT,6.143.912.839,,6143912839.0
54,54,54,CÔNG TY CP KHOẢNG SẢN FECON,6.126.014.373,,6126014373.0
55,55,55,CÔNG TY TNHH XAY DỰNG LÊ TÂM,6.100.883.946,,6100883946.0
56,56,56,CÔNG TY TNHH TM AN PHẠT,5.968.475.462,,5968475462.0
57,57,57,CÔNG TY TNHH CO ĐIỆN VÀ XAY DỰNG PHỨC AN,5.960.970.105,,5960970105.0
58,58,58,CÔNG TY CỔ PHÂN HA TẢNG TUẢN KİŞT,5.695.226.092,,5695226092.0
59,59,59,CÔNG TY CỔ PHÂN XAY DỰNG THƯƠNG MAỊ BÌNH TÂM BROTHERS,5.694.138.349,,5694138349.0
60,60,60,CÔNG TY CỔ PHÂN CO' KHÍ PHÚ TRUNG,5.562.016.371,,5562016371.0
61,61,61,CÔNG TY TNHH THANG MÀY HYUNDAI THÀNH CÔNG VIỆT NAM,5.554.695.754,,5554695754.0
62,62,62,CÔNG TY CỔ PHÂN CO ĐIỆN ĐỰC THỊNH PHẠT,5.506.306.167,,5506306167.0
63,63,63,CÔNG TY TNHH XAY DỰNG PHẠT TRIỂN VINH PHẠT,5.400.722.242,,5400722242.0
64,64,64,CÔNG TY TNHH XAY DỰNG SAMWOO VIỆT NAM,5.323.425.077,,5323425077.0
65,65,65,CÔNG TY TNHH MTV LỘC GIA VĨNH PHỨC,5.282.331.058,,5282331058.0
66,66,66,CÔNG TY TNHH ĐẦU TƯ' XAY DỰNG AN NGỌC,5.205.054.830,,5205054830.0
67,67,67,CÔNG TY TNHH SẢN XUẮT VÀ KINH DOANH PHÚ MỸ,5.162.960.143,,5162960143.0
68,68,68,CÔNG TY TNHH TMDV VÀ SX BÁCH VIỆT,5.101.779.800,,5101779800.0
69,69,69,CÔNG TY CP GIẢI PHẬP NHÓM KÍNH CSA,5.090.574.992,,5090574992.0
70,70,70,CÔNG TY TNHH TM VÀ DV VĂN TÁI HÁI ANH,5.019.298.701,,5019298701.0
71,71,71,CÔNG TY CP THIẾT BỊ XD&TM HDP,5.016.381.067,,5016381067.0
72,72,72,CÔNG TY TNHH MỘT THÀNH VIỆN BCA THẢNG LONG,4.874.465.231,,4874465231.0
