row_label_raw,row_label_full,Họ và Tên,Quốc tịch,Chức vụ,numeric__Quốc tịch,numeric__Chức vụ
Bà Lê Thị Phương Uyền,Bà Lê Thị Phương Uyền,Bà Lê Thị Phương Uyền,Việt Nam,Trường ban (bổ nhiệm ngày 25/04/2025),,
Bà Đỗ Thị Thanh Huyền,Bà Đỗ Thị Thanh Huyền,Bà Đỗ Thị Thanh Huyền,Việt Nam,Thành viên (bổ nhiệm ngày 25/04/2025),,
Ông Nguyễn Gia Bảo,Ông Nguyễn Gia Bảo,Ông Nguyễn Gia Bảo,Việt Nam,Thành viên (bổ nhiệm ngày 25/04/2025),,
