row_label_raw,row_label_full,Cổ đông,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
Cổ đông,Cổ đông,Cổ đông,VND,Tỷ lệ (%),VND,Tỷ lệ (%),,,,
Ông Lê Viết Hải,Cổ đông > Ông Lê Viết Hải,Ông Lê Viết Hải,469.876.990.000,"13,53",469.876.990.000,"13,53",469876990000.0,13.53,469876990000.0,13.53
"Hyundai Elevator Co., Ltd","Cổ đông > Hyundai Elevator Co., Ltd","Hyundai Elevator Co., Ltd",230.607.500.000,"6,64",230.607.500.000,"6,64",230607500000.0,6.64,230607500000.0,6.64
Các cổ đông khác,Cổ đông > Các cổ đông khác,Các cổ đông khác,2.771.648.210.000,"79,83",2.771.648.210.000,"79,83",2771648210000.0,79.83,2771648210000.0,79.83
,,,3.472.132.700.000,"100,00",3.472.132.700.000,"100,00",3472132700000.0,100.0,3472132700000.0,100.0
