row_label_raw,row_label_full,col_0,Mã số,31/12/2025VND,31/12/2024VND,numeric__Mã số,numeric__31/12/2025VND,numeric__31/12/2024VND
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,1.418.274.760.854,2.251.182.365.872,131.0,1418274760854.0,2251182365872.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,533.269.365.227,814.180.524.674,132.0,533269365227.0,814180524674.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,671.590.030.312,882.291.336.218,136.0,671590030312.0,882291336218.0
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,311,1.482.558.993.118,2.327.232.849.026,311.0,1482558993118.0,2327232849026.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,618.642.547.031,862.721.189.828,312.0,618642547031.0,862721189828.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,64.988.521.713,82.339.774.129,319.0,64988521713.0,82339774129.0
